OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,Chart_MedAge
47,47,11,021,COLLIER,Collier,FL,10294,197,306,767,1164,1288,1467,1632,1653,1311,506,3,0 to 105,54,5717,4556,21,9992,302,0,230,9189,356,1008,142,1112,9174,1,7,9984,805,233,58,16,524,513,1,1038,19,39,118,143,144,162,170,121,131,65,0,0 to 101,50,731,71,85,151,469,399,170,230,18,166,9,3,41,1112,555,556,1038,74,0,10053,228,11400,10281,1112,41,1175,524,5197102107.68439,580181.883282756,57
48,48,13,025,DADE,Dade,FL,132247,1295,1846,9583,20760,21063,24451,23039,15699,8948,5012,551,0 to 225,49,68748,62332,1167,131544,702,1,3006,121070,2785,11327,891,16367,115610,191,79,131276,15465,725,169,8,8011,8173,6,16190,80,170,1272,2685,2560,3082,2693,1814,1147,859,5,0 to 108,49,8800,2595,760,4035,8486,3493,4211,4353,43,2573,29,9,602,16367,8297,8064,16189,177,1,135440,524,152690,135964,16367,602,2149,1412,5114451079.58835,540836.793924443,49
49,49,44,087,MONROE,Monroe,FL,2237,23,33,112,239,296,370,506,383,194,80,1,0 to 101,56,1203,1022,12,2180,57,0,647,1310,83,455,84,100,2092,0,45,2138,73,18,5,4,44,47,0,91,0,3,6,12,13,17,19,14,11,5,0,6 to 91,54,70,5,1,15,21,51,19,14,3,10,2,0,3,100,51,49,91,9,0,2164,45,2309,2209,100,3,279,78,2629619857.16548,1399292.97354894,49
50,50,57,113,SANTA ROSA,Santa Rosa,FL,5490,193,216,421,721,746,796,895,833,453,206,10,0 to 119,50,3028,2434,28,5428,62,0,63,5277,99,167,51,198,5289,2,1,5425,155,40,3,0,60,135,0,195,3,2,17,30,33,36,31,28,11,7,0,0 to 94,49,138,31,5,21,11,164,20,24,0,24,0,0,9,198,135,63,195,3,0,5999,59,6262,6058,198,9,563,83,2596863920.94926,364280.718031263,49
51,51,66,131,WALTON,Walton,FL,1066,35,27,71,102,135,174,216,174,87,43,2,0 to 101,54,567,469,30,1028,38,0,24,975,15,119,34,97,968,1,0,1027,67,16,11,3,51,32,0,83,0,2,6,11,11,12,22,16,11,6,0,7 to 101,58,76,6,0,1,3,76,4,14,2,14,2,0,7,97,36,61,83,14,0,1171,24,1296,1195,97,7,53,17,2708101782.46999,370154.781284707,49
52,52,32,063,JACKSON,Jackson,FL,1237,14,16,95,195,193,242,226,153,79,24,0,0 to 97,49,596,632,9,1222,15,0,18,1050,19,94,20,173,1062,2,0,1220,135,33,4,1,30,138,0,168,1,2,16,43,39,34,26,9,3,0,0,4 to 82,40,84,71,7,6,11,95,62,15,2,10,0,0,0,173,141,32,168,5,0,2021,10,2213,2031,173,0,189,138,2452499072.79567,223828.324060307,36
53,53,67,133,WASHINGTON,Washington,FL,446,8,7,24,45,53,77,92,72,53,15,0,0 to 103,55,261,164,21,444,2,0,30,391,9,51,9,19,420,0,7,437,9,10,0,0,10,9,0,19,0,0,1,4,1,3,6,2,2,0,0,24 to 81,55,14,0,0,5,0,14,5,1,0,2,0,0,1,19,9,10,19,0,0,512,2,534,514,19,1,58,25,1594396648.51196,243766.072259733,54
54,54,45,089,NASSAU,Nassau,FL,2466,31,41,174,261,307,349,467,427,275,130,4,0 to 103,56,1285,992,189,2377,89,0,31,2388,28,52,26,69,2397,0,0,2377,51,13,3,2,36,28,0,64,0,0,7,14,12,8,8,11,6,3,0,15 to 89,47,52,7,2,3,1,60,3,22,0,13,0,1,1,69,30,39,64,5,0,2967,84,3122,3051,69,1,37,31,1641620662.32831,388721.737801268,49
55,55,22,043,GLADES,Glades,FL,118,2,5,10,16,18,11,17,17,17,4,1,1 to 90,51,64,52,2,118,0,0,6,102,3,18,0,19,99,0,0,118,17,2,0,0,8,11,0,19,1,2,1,5,2,2,2,2,1,1,0,3 to 89,38,14,4,0,1,9,8,2,8,0,4,0,0,1,19,11,8,19,0,0,120,0,139,120,19,1,35,12,2551976411.00452,236757.936928168,61
56,56,8,015,CHARLOTTE,Charlotte,FL,4092,36,37,193,340,409,556,785,728,555,449,4,0 to 102,60,2430,1624,38,4076,16,0,118,3695,62,381,17,410,3678,1,3,4072,284,125,0,1,255,154,0,409,1,4,11,37,24,41,76,63,68,85,0,3 to 101,68,312,48,10,39,17,342,50,69,1,103,1,0,52,410,155,255,409,1,0,4597,15,5024,4612,410,52,80,59,1825525431.11919,398247.923422686,68
57,57,58,115,SARASOTA,Sarasota,FL,9153,116,97,460,832,894,1145,1635,1818,1391,733,32,0 to 115,61,5202,3834,117,8946,207,0,397,8459,190,793,86,550,8600,2,1,8943,479,55,10,6,315,219,0,534,2,1,21,47,56,65,77,96,106,79,0,0 to 104,66,430,37,35,32,47,418,69,178,10,154,7,1,67,550,229,321,534,16,0,10409,191,11157,10600,550,67,224,118,1509311882.53409,264158.506465067,64
58,58,14,027,DESOTO,Desoto,FL,1703,27,30,95,203,236,329,390,227,121,41,4,0 to 101,52,608,996,99,1693,10,0,8,1576,48,157,6,94,1603,0,6,1687,53,41,0,0,43,46,5,94,0,6,6,18,12,11,18,13,5,5,0,7 to 92,50,74,4,0,16,38,31,25,20,0,17,0,0,7,94,46,43,94,0,0,2032,10,2137,2042,94,7,98,54,1654926851.96404,168390.780925558,62
59,59,18,035,FLAGLER,Flagler,FL,2748,32,24,123,278,353,399,550,540,332,111,6,0 to 98,57,1589,1117,42,2722,26,0,61,2609,37,154,37,172,2570,6,0,2716,144,23,5,0,97,70,0,167,0,1,10,20,22,27,42,33,14,3,0,7 to 94,56,104,21,35,7,18,139,10,30,3,19,2,1,4,172,72,100,167,5,0,3399,21,3601,3420,172,4,58,29,1294754947.55994,220559.838719988,56
60,60,26,051,HENDRY,Hendry,FL,1251,33,34,129,199,192,188,188,114,92,75,7,0 to 104,46,699,545,7,1249,2,0,41,1052,32,241,2,240,1010,0,1,1248,209,31,0,0,113,127,0,240,8,5,22,42,43,32,30,18,23,17,0,0 to 101,44,164,50,9,17,126,100,14,64,0,42,0,0,12,240,127,113,240,0,0,1325,2,1570,1327,240,12,307,79,3080878042.06929,290231.154940413,48
61,61,31,061,INDIAN RIVER,Indian River,FL,3230,39,41,178,294,309,414,574,679,437,250,15,0 to 105,60,1962,1243,25,3178,52,0,111,2950,77,225,56,110,3073,0,47,3133,86,13,9,2,50,49,0,99,0,2,6,11,9,15,17,23,16,11,0,5 to 96,62,66,9,17,7,8,73,18,47,6,26,3,0,9,110,56,54,99,11,0,3633,39,3783,3672,110,9,448,176,1319798862.49319,234087.653130679,64
62,62,6,011,BROWARD,Broward,FL,76955,779,1031,4978,11326,11995,13919,14598,10093,5338,2719,179,0 to 119,51,41792,33543,1620,75722,1233,0,1569,71341,2336,6562,954,6514,70373,47,21,75657,5187,1165,138,24,3223,3129,0,6352,22,61,496,1027,1029,1206,1180,730,473,289,1,0 to 102,50,3203,2331,621,197,2113,4033,206,2171,65,1362,53,22,286,6514,3233,3281,6352,162,0,79631,1068,87362,80699,6514,286,816,459,3142374056.01305,291881.846057183,50
63,63,17,033,ESCAMBIA,Escambia,FL,13366,355,350,1025,1718,1588,1853,2487,2101,1200,664,25,0 to 119,53,7971,5364,31,11412,1954,0,126,12876,183,590,61,734,12620,10,2,11400,546,60,128,0,353,253,0,606,5,12,73,77,99,85,121,101,101,60,0,0 to 105,56,280,216,16,94,13,438,155,82,0,63,0,0,24,734,299,435,606,128,0,12884,1826,15462,14710,734,24,140,65,1767890300.40206,439974.169549806,54
64,64,47,093,OKEECHOBEE,Okeechobee,FL,1148,19,26,131,138,124,154,168,133,140,107,8,0 to 100,53,680,448,20,1142,6,0,46,1072,2,70,7,51,1097,0,0,1142,31,19,1,0,23,26,1,50,0,4,14,8,7,6,6,3,2,1,0,6 to 87,34,38,7,0,5,17,28,5,3,0,6,1,0,0,51,27,23,50,1,0,1309,5,1367,1314,51,0,50,22,2307690905.70045,272539.677334045,56
65,65,19,037,FRANKLIN,Franklin,FL,315,1,4,16,22,19,39,70,88,50,6,0,3 to 92,63,166,147,2,312,3,0,8,307,0,5,3,2,313,0,0,312,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,25 to 60,42,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,515,2,519,517,2,0,3,2,1445840682.56789,446544.245992026,42
66,66,1,001,ALACHUA,Alachua,FL,11215,181,144,1177,1937,1591,1572,1890,1495,729,433,66,0 to 119,48,6524,4549,142,10998,217,0,178,10877,61,362,51,346,10862,7,0,10991,278,52,7,9,195,135,0,330,3,5,50,61,39,53,52,52,19,11,1,0 to 94,47,137,118,24,51,28,245,57,103,4,74,3,0,7,346,142,204,330,16,0,12775,201,13336,12976,346,7,77,56,2510756491.26947,272135.471452184,49
67,67,55,109,ST. JOHNS,St. Johns,FL,8348,117,191,542,864,1233,1386,1514,1388,741,356,16,0 to 119,53,4680,3547,121,8323,25,0,209,7879,208,320,117,235,8083,25,5,8293,182,43,7,3,113,112,0,225,2,5,18,21,27,51,54,40,13,4,0,2 to 97,53,176,14,15,20,15,181,29,58,3,37,3,0,5,235,118,117,225,10,0,9348,15,9638,9363,235,5,156,122,1658206648.51031,344848.248220385,53
68,999,999,999,Unknown,Unknown,FL,259,0,2,19,46,43,61,40,20,16,10,2,6 to 119,48,131,123,5,44,215,0,1,255,0,3,6,82,176,0,1,44,1,1,79,1,0,2,0,2,0,1,5,25,17,20,8,1,4,1,0,6 to 86,41,0,0,0,2,0,0,2,0,1,0,0,0,0,82,51,31,2,80,0,1011,134,1246,1145,82,0,14,12,426757389.663452,73231.2921286601,36
