OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,Chart_MedAge
11,11,33,065,JEFFERSON,Jefferson,FL,556,11,11,20,43,75,78,117,119,64,17,1,0 to 101,58,332,219,5,551,5,0,6,487,41,67,7,29,527,0,0,551,7,20,2,0,15,12,0,27,0,0,1,2,1,3,7,7,4,4,0,22 to 95,66,9,12,6,0,3,23,1,4,2,7,0,0,3,29,14,15,27,2,0,627,3,660,630,29,3,46,9,1581350101.5302,228391.565390175,66
12,12,40,079,MADISON,Madison,FL,1010,42,33,85,112,119,138,146,176,105,47,7,0 to 99,52,643,360,7,987,23,0,24,887,53,214,10,69,939,2,0,985,23,42,4,0,39,26,0,65,2,0,8,4,8,8,16,10,4,9,0,0 to 98,57,21,37,4,3,1,52,12,10,0,4,0,1,4,69,27,42,65,4,0,1026,19,1116,1045,69,4,119,32,1853116752.08771,219176.19751538,56
13,13,39,077,LIBERTY,Liberty,FL,2211,3,4,155,688,561,398,268,93,28,5,8,0 to 92,39,166,2036,9,2211,0,0,1,2004,1,55,0,213,1998,0,0,2211,210,3,0,0,5,208,0,213,0,0,12,55,52,54,36,4,0,0,0,20 to 73,41,110,95,5,3,6,131,76,5,0,1,0,0,0,213,208,5,213,0,0,2033,0,2248,2033,213,0,25,6,2183538740.41838,308797.501184753,49
14,14,24,047,HAMILTON,Hamilton,FL,1928,11,17,145,524,403,312,235,165,69,43,4,0 to 118,41,409,1487,32,1924,4,0,31,1854,9,234,5,233,1694,1,0,1923,224,8,0,1,17,215,0,232,0,0,16,72,51,47,36,8,3,0,0,16 to 84,40,110,102,14,6,23,65,144,15,1,4,0,0,0,233,215,18,232,1,0,1861,3,2098,1864,233,0,5,3,1344926537.82205,232510.619937192,50
15,15,3,005,BAY,Bay,FL,3124,35,31,192,367,411,522,609,436,280,186,55,0 to 119,54,1752,1317,55,3103,21,0,43,3023,28,102,35,98,3024,2,0,3101,73,23,2,0,42,54,0,96,2,1,6,17,15,26,15,11,4,1,0,2 to 93,48,74,12,6,4,25,64,7,28,1,13,1,1,3,98,56,42,96,2,0,3775,19,3894,3794,98,3,35,28,1930770661.49939,558412.990825665,50
16,16,12,023,COLUMBIA,Columbia,FL,3360,85,94,230,396,416,440,661,544,285,199,10,0 to 119,55,1895,1362,103,3346,14,0,175,3064,63,243,16,144,3212,0,4,3342,115,28,1,0,67,76,0,143,4,4,15,31,22,28,24,11,4,1,0,0 to 91,44,73,64,5,1,9,131,3,5,0,13,0,0,2,144,77,67,143,1,0,3701,13,3864,3714,144,2,9,7,2068684690.43686,276060.430857214,46
17,17,2,003,BAKER,Baker,FL,883,30,14,95,131,119,143,148,103,66,32,2,0 to 99,48,488,340,55,823,60,0,22,839,16,62,3,29,854,0,0,823,10,19,0,0,18,11,0,29,0,0,3,3,3,1,5,6,5,3,0,20 to 97,64,20,7,2,0,0,28,1,8,0,11,0,0,3,29,11,18,29,0,0,917,60,1006,977,29,3,4,3,1520245937.66486,183737.354704368,70
18,18,30,059,HOLMES,Holmes,FL,759,12,11,57,86,90,124,146,148,63,21,1,0 to 119,54,429,311,19,750,9,0,3,745,5,18,3,19,740,0,0,750,13,6,0,0,8,11,0,19,1,0,0,4,6,4,1,2,1,0,0,1 to 79,40,14,3,1,1,0,18,1,4,0,1,0,0,0,19,11,8,19,0,0,804,9,832,813,19,0,17,16,1251550190.83949,175658.620344926,44
19,19,43,085,MARTIN,Martin,FL,6675,115,123,421,595,722,832,1272,1311,918,346,20,0 to 100,59,3297,2885,493,6584,91,0,176,6143,82,528,66,651,6013,6,5,6574,628,11,12,0,303,334,2,639,24,28,92,90,123,110,88,42,38,15,1,0 to 92,41,260,17,218,144,326,170,143,129,2,82,1,1,9,651,342,307,639,12,0,7567,78,8303,7645,651,9,62,51,1686613017.08661,308980.48751506,55
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,51408,1181,1357,4067,7475,7420,8027,8971,7216,3876,1721,97,0 to 119,50,29536,21641,231,51004,404,0,562,49796,458,1560,301,2201,49141,45,21,50939,2034,108,56,3,1138,1003,1,2142,29,59,234,353,351,346,320,234,163,112,0,0 to 104,46,978,449,443,272,611,1152,379,529,11,426,8,3,81,2201,1030,1170,2142,59,0,56824,344,59446,57168,2201,81,680,332,2746844886.16013,358788.307034344,45
21,21,41,081,MANATEE,Manatee,FL,15056,245,294,789,1343,1509,1959,2889,3232,2003,690,103,0 to 119,59,8611,6121,324,14814,242,0,500,14053,177,975,43,1045,14004,6,1,14807,980,58,7,0,596,441,1,1038,10,32,60,117,142,151,164,152,137,80,0,0 to 101,55,691,190,80,77,255,659,124,145,2,214,2,2,97,1045,444,600,1038,7,0,16712,235,18000,16947,1045,97,190,92,1945653927.12581,371198.171414394,57
22,22,10,019,CLAY,Clay,FL,8149,118,198,599,934,1124,1335,1467,1295,757,301,21,0 to 101,53,4708,3325,116,8129,20,0,94,7753,130,425,43,382,7764,3,0,8126,321,58,3,0,221,157,1,379,0,3,19,34,45,59,69,72,53,28,0,6 to 95,59,223,75,33,48,27,292,60,115,0,92,0,0,28,382,158,223,379,3,0,9229,17,9632,9246,382,28,197,164,1667659896.51059,183856.484298748,59
23,23,25,049,HARDEE,Hardee,FL,793,17,37,92,151,87,105,119,108,55,22,0,0 to 94,46,437,335,21,789,4,0,25,618,2,97,3,99,694,0,0,789,83,14,2,0,46,51,0,97,1,8,16,33,10,11,10,9,1,0,0,2 to 83,31,50,33,10,4,44,48,5,19,2,11,2,0,0,99,52,47,97,2,0,895,2,996,897,99,0,134,97,1653184151.65315,165534.73009074,50
24,24,42,083,MARION,Marion,FL,12220,139,170,730,1349,1432,1824,2169,2306,1504,571,26,0 to 168,57,7399,4774,47,12190,30,0,3274,8588,177,1734,134,248,11591,1,380,11809,222,21,4,1,136,107,0,243,4,3,17,34,49,45,45,29,14,8,0,0 to 97,48,175,40,17,11,44,188,11,46,3,34,0,0,7,248,108,140,243,5,0,12924,25,13199,12949,248,7,285,128,4305055841.62241,350920.190673371,51
25,25,64,127,VOLUSIA,Volusia,FL,19899,168,286,993,1991,2133,2870,4151,3890,2122,1006,289,0 to 119,58,11096,8072,731,19804,95,0,227,19126,230,709,134,736,19151,12,0,19792,607,115,13,1,329,393,0,722,4,18,53,101,87,124,136,123,51,39,0,0 to 102,53,418,166,121,17,106,575,41,203,5,145,4,0,38,736,399,337,722,14,0,21397,81,22234,21478,736,38,754,289,3125661534.15881,560414.737839251,53
26,26,15,029,DIXIE,Dixie,FL,781,20,25,60,86,129,98,135,120,67,40,1,0 to 118,52,458,302,21,781,0,0,10,708,6,60,0,51,730,0,0,781,35,16,0,0,23,28,0,51,0,2,10,2,9,8,10,3,4,3,0,6 to 91,49,38,11,0,2,0,48,3,10,0,8,0,0,2,51,28,23,51,0,0,896,0,947,896,51,2,61,11,1823798262.39212,235232.973119088,46
27,27,35,069,LAKE,Lake,FL,14899,205,226,745,1313,1438,1842,2427,2792,1987,650,1274,0 to 101,59,7810,5974,1115,14766,133,0,120,14437,222,321,92,301,14580,9,9,14748,271,16,14,0,149,137,1,287,1,8,19,32,41,56,47,49,42,6,0,1 to 98,53,152,40,73,22,75,187,25,119,11,72,5,1,15,301,145,155,287,14,0,16293,119,16723,16412,301,15,370,112,2995995460.71371,331014.242454318,52
28,28,38,075,LEVY,Levy,FL,1587,25,27,130,186,167,215,320,253,184,79,1,0 to 118,56,967,603,17,1586,1,0,16,1468,16,197,2,32,1555,0,0,1586,29,3,0,0,24,8,0,32,1,1,3,5,7,3,7,1,1,3,0,3 to 99,44,18,8,3,3,7,22,3,11,0,3,0,0,1,32,8,24,32,0,0,1937,1,1970,1938,32,1,59,9,2900663690.96646,339394.964008615,53
29,29,60,119,SUMTER,Sumter,FL,3804,27,25,90,171,178,293,509,1408,885,131,87,0 to 119,69,1855,1734,215,3730,74,0,105,3454,164,265,53,253,3528,0,23,3707,204,48,0,1,72,180,0,252,0,0,7,6,31,40,38,87,37,7,0,17 to 92,65,210,34,5,3,14,233,5,58,0,44,0,0,17,253,181,72,252,1,0,3936,73,4267,4009,253,17,50,38,1502516062.89801,229328.389599522,66
30,30,59,117,SEMINOLE,Seminole,FL,16349,207,375,1219,2006,2190,2547,2806,2454,1165,499,881,0 to 119,51,9315,6903,131,16314,35,0,239,15750,246,459,95,490,15844,12,3,16299,437,46,7,0,260,223,0,483,7,11,52,81,75,88,62,65,29,20,0,0 to 100,46,344,70,61,8,170,303,10,192,5,109,1,0,12,490,226,264,483,7,0,19583,28,20113,19611,490,12,400,157,893350621.597626,158549.770327082,47
31,31,48,095,ORANGE,Orange,FL,61300,1079,1382,4491,8520,9028,9838,10113,7309,3476,1329,4735,0 to 120,49,33959,27019,322,60258,1041,1,606,59519,585,1497,380,2002,59230,52,16,60192,1820,100,78,4,909,1005,6,1920,32,51,206,365,373,411,308,144,80,31,1,0 to 101,44,815,323,658,124,863,896,161,609,42,322,35,5,41,2002,1054,942,1919,82,1,68268,958,71283,69226,2002,41,627,416,2601855780.29929,275135.911496092,45
32,32,9,017,CITRUS,Citrus,FL,3794,38,64,168,342,332,441,698,899,613,190,9,0 to 222,62,2088,1491,215,3787,7,0,52,3552,119,203,25,121,3670,2,1,3785,60,61,0,0,60,61,0,121,2,4,8,9,7,17,29,20,15,10,0,0 to 97,60,85,1,10,25,14,83,24,30,0,32,0,0,12,121,61,60,121,0,0,4247,6,4377,4253,121,12,493,54,1565249379.23035,242867.273750112,58
33,33,27,053,HERNANDO,Hernando,FL,3423,65,58,231,449,422,515,649,533,367,130,4,0 to 119,54,2049,1360,14,3406,17,0,61,3275,66,146,40,115,3308,0,0,3406,62,49,3,1,55,56,0,111,1,6,7,23,15,15,22,16,9,1,0,1 to 85,48,91,17,2,1,24,84,3,35,2,22,2,1,5,115,57,58,111,4,0,4022,13,4151,4035,115,5,90,62,1259956856.20596,200494.167365377,49
34,34,52,103,PINELLAS,Pinellas,FL,35622,335,401,1983,3964,4000,5114,7012,6553,4013,2167,80,0 to 120,58,20649,14873,100,35299,323,0,1495,33127,411,2758,363,1297,34222,13,90,35197,1136,111,44,6,703,544,0,1247,7,24,91,173,152,198,211,176,143,122,0,0 to 101,55,887,225,84,51,123,1038,86,382,18,395,16,1,82,1297,574,723,1247,50,0,40953,272,42538,41225,1297,82,320,228,758940582.722305,356104.408630079,56
35,35,61,121,SUWANNEE,Suwannee,FL,2098,54,46,156,268,237,242,339,298,236,212,10,0 to 118,56,1346,668,84,2093,5,0,56,1856,110,498,11,167,1931,0,0,2093,63,99,2,3,113,49,0,162,1,6,15,16,21,19,19,20,30,20,0,1 to 102,57,107,43,4,8,14,138,10,29,1,39,0,0,18,167,51,116,162,5,0,2259,0,2428,2259,167,18,8,6,1792465815.52835,223150.095858967,63
36,36,16,031,DUVAL,Duval,FL,47647,762,983,4129,7458,6901,7365,8646,6383,3266,1641,112,-6 to 119,50,26341,20518,788,47062,585,0,555,45847,454,1543,187,1644,45908,19,76,46967,1435,150,49,10,854,731,0,1585,22,46,162,268,261,246,285,195,98,61,0,0 to 101,48,705,575,186,119,224,1191,170,339,15,263,9,2,50,1644,759,883,1585,59,0,52710,526,54908,53236,1644,50,982,866,2136692125.83844,339628.979868484,50
37,37,34,067,LAFAYETTE,Lafayette,FL,336,5,0,41,40,38,33,34,45,55,44,1,0 to 119,59,218,111,7,336,0,0,11,324,0,13,1,8,328,0,0,336,7,1,0,0,3,5,0,8,0,0,2,2,0,1,1,0,0,2,0,19 to 98,40,8,0,0,0,2,6,0,1,0,1,0,0,0,8,5,3,8,0,0,370,0,378,370,8,0,1,1,1417838543.00769,193229.836834708,47
38,38,23,045,GULF,Gulf,FL,594,10,8,36,56,62,96,123,119,65,19,0,0 to 94,56,353,238,3,540,54,0,14,579,1,44,7,1,593,0,0,540,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,42 to 42,42,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,759,54,814,813,1,0,5,1,1469866107.27026,258929.917930346,42
39,39,63,125,UNION,Union,FL,1155,11,16,54,75,107,137,398,274,69,14,0,0 to 118,59,312,836,7,1155,0,0,13,1126,4,65,4,32,1123,0,0,1155,30,2,0,0,5,27,0,32,0,0,0,5,1,2,16,7,1,0,0,25 to 76,60,18,11,2,1,0,31,1,4,0,4,0,0,1,32,27,5,32,0,0,1800,0,1832,1800,32,1,10,8,646977045.561768,128178.538552252,55
40,40,4,007,BRADFORD,Bradford,FL,1465,18,25,116,185,168,221,288,189,146,103,6,0 to 118,54,919,520,26,1463,2,0,27,1396,34,143,1,51,1413,0,1,1462,12,39,0,0,41,10,0,51,0,2,3,3,7,4,3,6,12,11,0,8 to 107,72,45,5,1,0,0,51,0,4,0,11,0,0,2,51,10,41,51,0,0,1633,2,1687,1635,51,2,112,80,776744615.959412,167178.838252791,74
41,41,65,129,WAKULLA,Wakulla,FL,1230,13,26,83,136,166,208,243,207,107,39,2,0 to 102,54,699,520,11,1226,4,0,12,1183,13,180,3,34,1196,0,0,1226,16,16,2,0,23,9,0,32,0,0,5,5,5,9,5,3,1,1,0,18 to 86,46,16,13,3,0,0,32,0,6,0,5,0,0,1,34,9,25,32,2,0,1396,2,1432,1398,34,1,86,24,1579533632.64177,279225.038340218,43
42,42,5,009,BREVARD,Brevard,FL,19204,250,332,1022,1788,2045,2666,4373,3925,2098,553,152,0 to 119,58,10933,8167,104,19187,17,0,142,18859,107,381,75,422,18779,2,1,19184,367,44,9,2,222,189,0,411,3,11,40,45,55,65,89,54,36,24,0,0 to 99,54,304,58,20,29,74,306,31,100,2,61,2,0,12,422,192,230,411,11,0,22603,6,23033,22609,422,12,215,157,2687643838.87906,793218.333609179,53
43,43,53,105,POLK,Polk,FL,18092,421,441,1246,2221,2275,2609,2987,2906,1867,779,340,0 to 119,53,10514,7379,199,18002,90,0,306,16880,231,1024,125,1027,17054,4,7,17991,865,151,10,1,624,388,4,1016,4,13,79,140,140,153,156,117,125,100,0,0 to 103,54,621,220,122,53,248,678,90,395,7,313,2,0,55,1027,392,631,1016,11,0,20137,79,21249,20216,1027,55,705,245,5206715917.89822,388118.956177661,56
44,44,49,097,OSCEOLA,Osceola,FL,13168,165,342,870,1751,1893,2182,2289,1765,875,320,716,0 to 155,50,7389,5708,71,13094,74,0,381,12085,390,732,193,701,12411,13,43,13039,621,34,44,2,330,325,0,655,8,17,48,111,110,132,119,85,53,17,1,0 to 102,48,332,60,256,7,401,220,34,237,6,154,6,2,19,701,360,340,655,46,0,14032,27,14774,14059,701,19,536,82,3899316052.50861,350452.549474464,50
45,45,28,055,HIGHLANDS,Highlands,FL,3664,51,54,164,367,319,422,590,703,620,354,20,0 to 119,62,2226,1400,38,3599,65,0,40,3522,47,117,18,129,3530,2,3,3594,106,21,2,0,66,61,0,127,1,7,10,16,15,17,31,15,16,1,0,0 to 85,54,72,30,21,4,40,77,10,46,1,37,1,0,9,129,63,66,127,2,0,4156,63,4351,4219,129,9,133,44,2866885704.30579,296636.719911829,56
46,46,36,071,LEE,Lee,FL,25143,275,318,1557,2750,3017,3529,4392,4688,3141,1419,57,0 to 119,57,14571,10348,224,24209,933,1,449,23003,613,1846,166,1908,23191,3,41,24167,1713,136,54,5,1004,844,1,1849,19,23,125,229,281,313,297,245,186,190,0,0 to 101,54,1180,319,48,302,469,1059,321,613,15,425,13,4,105,1908,878,1029,1848,59,1,26538,873,29325,27411,1908,105,1864,475,2112333669.17714,583283.842331616,54
47,47,11,021,COLLIER,Collier,FL,14395,271,437,1048,1520,1648,1875,2266,2612,2041,674,3,0 to 105,56,7874,6489,32,14040,355,0,295,12914,356,1390,148,1539,12845,3,8,14029,1213,251,59,16,732,732,0,1464,33,66,172,219,233,227,225,153,142,69,0,0 to 101,46,955,85,153,271,761,451,252,288,19,202,10,5,49,1539,775,764,1464,75,0,14943,280,16769,15223,1539,49,1333,343,5197102107.68439,580181.883282756,57
48,48,13,025,DADE,Dade,FL,155476,1602,2301,11491,24405,24592,28351,26968,18434,10537,6191,604,0 to 225,49,81459,72797,1220,154399,1076,1,3263,143112,2785,12689,924,18000,137224,193,59,154149,17027,782,183,8,8839,8966,4,17809,94,212,1423,2936,2827,3350,2956,1962,1269,951,20,0 to 108,49,9801,2852,835,4321,9506,3845,4458,4814,44,2927,30,11,700,18000,9094,8902,17808,191,1,161431,884,180512,162315,18000,700,2155,1417,5114451079.58835,540836.793924443,49
49,49,44,087,MONROE,Monroe,FL,2812,25,37,158,310,373,486,620,474,238,89,2,0 to 101,55,1429,1243,140,2756,56,0,758,1768,83,543,87,108,2516,0,188,2568,79,18,7,4,45,52,0,97,0,3,7,13,13,17,20,16,13,6,0,6 to 91,55,74,5,1,17,22,54,21,14,3,10,2,0,4,108,58,50,97,11,0,3017,45,3172,3062,108,4,323,76,2629619857.16548,1399292.97354894,49
50,50,57,113,SANTA ROSA,Santa Rosa,FL,6862,226,260,520,900,960,1022,1147,1040,542,235,10,0 to 119,50,3760,3074,28,6797,65,0,68,6605,99,208,53,245,6614,2,1,6794,202,40,3,0,66,176,0,242,3,2,19,46,44,44,38,31,11,7,0,0 to 94,46,170,42,5,25,13,185,44,24,0,24,0,0,9,245,176,69,242,3,0,7783,62,8093,7845,245,9,591,82,2596863920.94926,364280.718031263,49
51,51,66,131,WALTON,Walton,FL,1597,47,34,95,163,201,238,283,243,158,132,3,0 to 101,55,893,667,37,1542,55,0,26,1490,15,139,36,117,1479,1,0,1541,80,22,12,3,61,41,0,102,2,4,7,13,18,14,24,16,13,6,0,1 to 101,55,93,8,0,1,11,88,3,19,3,16,2,0,9,117,46,71,102,15,0,1702,40,1863,1742,117,9,70,31,2708101782.46999,370154.781284707,49
52,52,32,063,JACKSON,Jackson,FL,2911,22,30,222,498,499,512,460,300,222,140,6,0 to 105,48,1293,1517,101,2891,20,0,18,2610,19,216,20,251,2655,3,2,2886,209,36,5,1,45,199,1,245,2,6,17,62,56,52,40,12,4,0,0,0 to 82,40,108,93,10,34,18,135,92,25,2,13,0,0,1,251,202,48,245,6,0,3263,14,3535,3277,251,1,235,131,2452499072.79567,223828.324060307,36
53,53,67,133,WASHINGTON,Washington,FL,853,11,12,48,86,105,136,183,123,96,53,0,0 to 119,56,504,324,25,849,4,0,28,751,9,88,10,57,789,0,7,842,43,14,0,0,28,28,1,57,0,0,3,5,3,4,12,12,13,5,0,16 to 99,67,23,4,0,30,0,26,31,3,0,10,0,0,4,57,28,28,57,0,0,978,4,1040,982,57,4,77,44,1594396648.51196,243766.072259733,54
54,54,45,089,NASSAU,Nassau,FL,3214,44,51,222,325,361,442,620,594,381,170,4,0 to 103,57,1728,1280,206,3106,108,0,33,3130,28,56,27,76,3138,0,0,3106,56,13,5,2,36,33,0,69,0,1,10,15,13,8,8,12,6,3,0,14 to 89,44,54,10,2,3,1,65,3,23,0,14,0,0,1,76,36,40,69,7,0,3622,101,3799,3723,76,1,38,32,1641620662.32831,388721.737801268,49
55,55,22,043,GLADES,Glades,FL,170,2,7,16,21,25,18,24,27,23,6,1,1 to 90,51,95,73,2,170,0,0,6,136,3,30,0,30,140,0,0,170,28,2,0,0,12,18,0,30,1,2,3,6,5,3,5,3,1,1,0,3 to 89,40,23,6,1,0,15,14,1,10,0,5,0,0,1,30,18,12,30,0,0,239,0,269,239,30,1,61,27,2551976411.00452,236757.936928168,61
56,56,8,015,CHARLOTTE,Charlotte,FL,5378,59,48,238,443,516,734,1033,1032,728,541,6,0 to 119,61,3173,2132,73,5360,18,0,125,4933,62,456,20,458,4916,1,3,5356,317,139,1,1,285,171,0,456,3,4,12,43,25,48,83,71,76,93,0,0 to 101,67,368,50,9,29,18,400,38,89,1,121,1,0,63,458,172,286,456,2,0,5732,16,6207,5748,458,63,80,59,1825525431.11919,398247.923422686,68
57,57,58,115,SARASOTA,Sarasota,FL,12933,152,166,641,1121,1166,1601,2404,2748,1963,930,41,0 to 119,61,7303,5445,185,12701,232,0,414,12179,190,873,90,635,12292,3,3,12695,560,58,11,6,359,259,0,618,4,5,27,57,64,72,92,108,117,89,0,0 to 104,64,498,46,38,36,53,496,69,191,10,166,7,1,77,635,269,366,618,17,0,15211,215,16066,15426,635,77,224,118,1509311882.53409,264158.506465067,64
58,58,14,027,DESOTO,Desoto,FL,2152,39,47,154,289,287,396,450,267,152,67,4,0 to 102,51,821,1152,179,2142,10,0,12,1971,48,206,6,182,1964,0,6,2136,73,109,0,0,64,89,29,182,2,9,21,44,29,23,27,17,5,5,0,0 to 92,38,146,8,2,26,107,42,33,33,0,24,0,0,7,182,89,64,182,0,0,2348,10,2541,2358,182,7,147,68,1654926851.96404,168390.780925558,62
