OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,Chart_MedAge
59,59,18,035,FLAGLER,Flagler,FL,3834,42,38,185,363,447,541,763,759,480,210,6,0 to 119,59,2247,1533,54,3799,35,0,67,3679,37,170,37,189,3641,4,0,3795,159,25,5,0,108,76,0,184,0,4,13,22,23,31,46,33,14,3,0,5 to 94,55,109,24,41,10,23,149,12,31,3,20,2,1,4,189,78,111,184,5,0,4331,30,4555,4361,189,4,58,29,1294754947.55994,220559.838719988,56
60,60,26,051,HENDRY,Hendry,FL,2047,62,59,233,366,313,295,295,180,132,105,7,0 to 119,44,1019,1018,10,2045,2,0,78,1720,32,413,2,415,1630,1,1,2043,381,34,0,0,147,268,0,415,9,8,47,101,85,57,45,23,23,17,0,0 to 101,40,320,50,11,34,288,109,18,74,0,47,0,0,14,415,268,147,415,0,0,2106,2,2524,2108,415,14,453,175,3080878042.06929,290231.154940413,48
61,61,31,061,INDIAN RIVER,Indian River,FL,5080,47,49,280,438,438,606,862,1052,760,534,14,0 to 119,62,3098,1959,23,5009,71,0,123,4732,77,295,58,130,4903,0,47,4964,106,13,9,2,62,57,0,119,0,2,8,14,11,16,17,28,22,12,0,5 to 96,64,82,9,16,12,10,84,25,56,6,31,3,0,10,130,64,66,119,11,0,5474,58,5662,5532,130,10,528,103,1319798862.49319,234087.653130679,64
62,62,6,011,BROWARD,Broward,FL,92316,1040,1333,5882,13243,14016,16344,17762,12412,6635,3457,192,0 to 119,51,50276,40395,1645,90882,1434,0,1724,86076,2336,7272,973,7123,85129,42,22,90821,5743,1211,145,24,3517,3436,1,6954,30,83,572,1127,1121,1306,1287,794,503,300,0,0 to 102,50,3530,2594,668,162,2326,4470,158,2360,66,1501,54,21,313,7123,3544,3578,6954,169,0,98203,1262,106646,99465,7123,313,855,499,3142374056.01305,291881.846057183,50
63,63,17,033,ESCAMBIA,Escambia,FL,17595,435,438,1370,2260,2050,2385,3295,2793,1605,928,36,0 to 119,54,10658,6897,40,14863,2732,0,139,17056,183,632,63,815,16770,8,2,14853,595,62,158,0,384,273,0,657,7,16,78,101,109,100,131,105,105,63,0,0 to 105,54,305,247,18,87,14,493,150,85,0,64,0,0,33,815,331,484,657,158,0,16771,2574,20168,19345,815,33,142,62,1767890300.40206,439974.169549806,54
64,64,47,093,OKEECHOBEE,Okeechobee,FL,1517,21,33,207,176,158,189,235,177,174,136,11,0 to 119,53,906,590,21,1510,7,0,47,1413,2,96,7,83,1434,0,0,1510,61,21,1,0,42,40,0,82,0,5,23,13,15,10,11,3,2,1,0,6 to 87,35,53,15,3,11,33,37,12,4,0,9,1,0,0,83,41,42,82,1,0,1655,6,1744,1661,83,0,89,60,2307690905.70045,272539.677334045,56
65,65,19,037,FRANKLIN,Franklin,FL,460,2,4,24,34,34,48,105,123,71,15,0,0 to 95,63,257,200,3,456,4,0,8,452,0,5,3,2,458,0,0,456,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,25 to 60,42,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,596,3,601,599,2,0,3,2,1445840682.56789,446544.245992026,42
66,66,1,001,ALACHUA,Alachua,FL,15203,210,205,1568,2780,2220,2208,2561,1899,912,573,67,0 to 119,47,8826,6223,154,14934,269,0,197,14825,61,403,55,380,14815,8,0,14926,309,52,8,11,215,146,0,361,3,5,55,69,42,58,56,55,22,13,2,0 to 103,47,144,133,30,54,36,271,54,112,5,74,4,0,7,380,155,225,361,19,0,19087,250,19725,19337,380,7,78,57,2510756491.26947,272135.471452184,49
67,67,55,109,ST. JOHNS,St. Johns,FL,9626,129,225,671,960,1411,1589,1757,1621,860,387,16,0 to 119,53,5363,4141,122,9598,28,0,222,9121,208,363,120,260,9338,21,7,9570,203,47,7,3,126,123,1,250,2,6,22,23,33,53,60,42,15,4,0,2 to 97,52,199,17,17,17,15,208,27,60,3,38,3,0,6,260,129,130,250,10,0,10864,18,11164,10882,260,6,160,123,1658206648.51031,344848.248220385,53
68,999,999,999,Unknown,Unknown,FL,1381,0,2,63,147,175,188,174,140,219,271,2,6 to 119,60,949,426,6,126,1255,0,1,1380,0,2,8,84,1295,1,1,125,3,1,79,1,1,3,0,4,0,1,5,24,17,21,7,1,6,2,0,6 to 88,41,1,0,1,2,0,0,4,0,1,0,0,0,0,84,52,32,4,80,0,196,1174,1469,1370,84,0,14,12,426757389.663452,73231.2921286601,36
