OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,Chart_MedAge
12,12,40,079,MADISON,Madison,FL,999,42,33,85,108,117,136,145,174,105,47,7,0 to 99,53,636,356,7,976,23,0,24,877,53,213,10,69,928,2,0,974,24,41,4,0,39,26,0,65,2,0,8,4,8,8,16,10,4,9,0,0 to 98,57,21,37,4,3,1,52,12,9,0,4,0,1,3,69,27,42,65,4,0,943,19,1034,962,69,3,113,27,1853116752.08771,219176.19751538,56
13,13,39,077,LIBERTY,Liberty,FL,2208,3,4,155,686,560,398,268,93,28,5,8,0 to 92,39,164,2035,9,2208,0,0,1,2011,1,50,0,209,1999,0,0,2208,206,3,0,0,5,204,0,209,0,0,11,55,51,53,35,4,0,0,0,20 to 73,41,109,93,4,3,6,129,74,5,0,1,0,0,0,209,204,5,209,0,0,2021,0,2232,2021,209,0,22,5,2183538740.41838,308797.501184753,49
14,14,24,047,HAMILTON,Hamilton,FL,1908,11,17,137,522,400,309,235,162,69,42,4,0 to 118,41,402,1474,32,1904,4,0,30,1848,9,208,5,206,1701,1,0,1903,200,5,0,1,11,194,0,205,0,0,8,66,48,40,35,6,3,0,0,20 to 84,41,97,95,12,1,11,60,134,5,1,1,0,0,0,206,194,12,205,1,0,1778,3,1990,1781,206,0,5,3,1344926537.82205,232510.619937192,50
15,15,3,005,BAY,Bay,FL,3092,35,31,187,365,407,518,602,430,277,185,55,0 to 119,54,1726,1311,55,3073,19,0,42,2994,28,99,35,97,2993,2,0,3071,73,22,2,0,40,55,0,95,2,1,5,17,15,26,15,11,4,1,0,2 to 93,48,74,11,6,4,25,63,7,28,1,13,1,1,3,97,57,40,95,2,0,3561,17,3678,3578,97,3,35,28,1930770661.49939,558412.990825665,50
16,16,12,023,COLUMBIA,Columbia,FL,3295,82,88,228,388,412,429,649,534,279,197,9,0 to 119,55,1857,1335,103,3281,14,0,166,3014,63,230,16,132,3159,0,4,3278,104,27,1,0,63,68,0,131,3,2,14,29,22,26,23,9,3,1,0,0 to 91,44,68,57,4,2,9,118,4,5,0,11,0,0,2,132,69,63,131,1,0,3342,12,3509,3354,132,2,9,7,2068684690.43686,276060.430857214,46
17,17,2,003,BAKER,Baker,FL,868,30,14,93,128,118,141,144,101,65,32,2,0 to 99,48,484,329,55,808,60,0,21,826,16,60,3,27,841,0,0,808,8,19,0,0,18,9,0,27,0,0,3,2,3,1,5,5,5,3,0,20 to 97,64,20,6,1,0,0,26,1,7,0,9,0,0,3,27,9,18,27,0,0,835,60,922,895,27,3,3,2,1520245937.66486,183737.354704368,70
18,18,30,059,HOLMES,Holmes,FL,749,11,11,57,86,88,124,144,145,62,20,1,0 to 119,54,424,306,19,740,9,0,2,737,5,15,3,18,731,0,0,740,12,6,0,0,8,10,0,18,1,0,0,4,5,4,1,2,1,0,0,1 to 79,42,11,3,1,3,0,15,3,3,0,1,0,0,0,18,10,8,18,0,0,738,9,766,747,18,0,10,9,1251550190.83949,175658.620344926,44
19,19,43,085,MARTIN,Martin,FL,6233,112,114,392,564,662,777,1184,1224,850,334,20,0 to 100,59,3088,2689,456,6143,90,0,134,5830,82,395,64,535,5689,4,5,6135,513,11,11,0,242,274,8,524,22,22,75,74,91,92,73,35,37,13,1,0 to 92,42,237,11,143,133,248,151,125,111,2,71,1,1,9,535,282,245,524,11,0,6405,78,7030,6483,535,9,62,51,1686613017.08661,308980.48751506,55
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,50211,1143,1315,3982,7289,7262,7833,8779,7052,3779,1680,97,0 to 119,50,28877,21114,220,49823,388,0,533,48729,458,1379,299,1969,48175,48,19,49757,1807,104,55,3,1013,898,0,1911,24,43,201,307,321,320,292,218,148,95,0,0 to 104,47,903,396,396,216,546,1056,309,459,11,389,8,3,72,1969,925,1044,1911,58,0,50676,329,53108,51005,1969,72,679,331,2746844886.16013,358788.307034344,45
21,21,41,081,MANATEE,Manatee,FL,14819,238,289,772,1307,1486,1933,2848,3187,1979,677,103,0 to 119,59,8478,6020,321,14577,242,0,476,13868,177,926,42,990,13824,4,1,14572,926,57,7,0,566,416,1,983,9,32,52,105,135,146,152,149,135,75,0,0 to 101,56,647,184,72,80,230,631,122,134,2,204,2,2,91,990,419,570,983,7,0,15203,235,16440,15438,990,91,190,96,1945653927.12581,371198.171414394,57
22,22,10,019,CLAY,Clay,FL,8025,114,190,590,920,1107,1311,1442,1279,750,301,21,0 to 101,53,4636,3271,118,8005,20,0,89,7647,130,404,43,365,7657,3,0,8002,325,37,3,0,216,146,0,362,0,3,19,30,42,57,66,71,49,28,0,6 to 95,59,222,72,20,48,24,279,59,112,0,88,0,0,27,365,147,218,362,3,0,8438,17,8825,8455,365,27,192,162,1667659896.51059,183856.484298748,59
23,23,25,049,HARDEE,Hardee,FL,762,17,33,88,141,82,101,115,108,55,22,0,0 to 94,46,420,321,21,758,4,0,19,617,2,86,3,87,675,0,0,758,71,14,2,0,39,46,0,85,1,6,16,29,7,10,8,9,1,0,0,2 to 83,29,30,32,19,4,35,45,5,17,2,10,2,0,0,87,47,40,85,2,0,727,2,816,729,87,0,100,70,1653184151.65315,165534.73009074,50
24,24,42,083,MARION,Marion,FL,11352,137,165,699,1285,1351,1727,2028,2087,1316,530,27,0 to 168,56,6886,4424,42,11322,30,0,2117,8894,177,1313,127,240,10941,1,170,11151,214,21,4,1,132,103,0,235,4,3,16,34,47,44,43,28,14,7,0,0 to 97,48,173,37,17,8,43,184,8,43,3,31,0,0,5,240,104,136,235,5,0,11243,25,11512,11268,240,5,285,133,4305055841.62241,350920.190673371,51
25,25,64,127,VOLUSIA,Volusia,FL,19499,167,275,953,1953,2097,2816,4065,3820,2077,990,286,0 to 119,58,10891,7875,733,19406,93,0,201,18791,230,647,133,680,18808,11,0,19395,553,113,13,1,296,370,0,666,4,15,37,96,81,122,123,119,46,37,0,0 to 102,54,386,141,127,12,101,526,39,185,5,137,4,0,37,680,376,304,666,14,0,19875,79,20657,19954,680,37,660,257,3125661534.15881,560414.737839251,53
26,26,15,029,DIXIE,Dixie,FL,753,20,22,53,83,123,97,130,118,66,40,1,0 to 118,53,445,288,20,753,0,0,10,698,6,40,0,44,708,1,0,752,30,14,0,0,20,24,0,44,0,2,8,1,8,8,7,3,4,3,0,6 to 91,50,32,11,0,1,0,42,2,10,0,8,0,0,1,44,24,20,44,0,0,746,0,791,746,44,1,51,5,1823798262.39212,235232.973119088,46
27,27,35,069,LAKE,Lake,FL,14615,199,221,732,1282,1406,1807,2375,2738,1940,636,1279,0 to 101,59,7636,5864,1115,14484,131,0,114,14178,222,300,92,277,14317,9,12,14463,247,16,14,0,134,129,0,263,1,8,18,30,39,53,43,46,36,3,0,1 to 98,52,136,37,73,17,72,172,19,116,11,69,5,1,15,277,137,140,263,14,0,14940,117,15353,15057,277,15,353,103,2995995460.71371,331014.242454318,52
28,28,38,075,LEVY,Levy,FL,1557,24,26,127,182,165,210,312,251,180,79,1,0 to 118,56,946,593,18,1556,1,0,16,1441,16,169,2,30,1526,1,0,1555,27,3,0,0,22,8,0,30,0,0,3,5,7,3,7,1,1,3,0,16 to 99,46,17,8,2,3,5,22,3,9,0,3,0,0,0,30,8,22,30,0,0,1744,1,1776,1745,30,0,58,8,2900663690.96646,339394.964008615,53
29,29,60,119,SUMTER,Sumter,FL,3748,27,24,88,164,175,288,496,1393,877,129,87,0 to 119,69,1820,1714,214,3674,74,0,104,3400,164,265,53,254,3470,0,24,3650,205,48,0,1,72,181,0,253,0,0,7,6,32,40,38,87,37,7,0,17 to 92,65,210,34,5,4,14,233,6,58,0,44,0,0,17,254,182,72,253,1,0,3598,73,3946,3671,254,17,50,38,1502516062.89801,229328.389599522,66
30,30,59,117,SEMINOLE,Seminole,FL,16038,205,368,1185,1977,2144,2508,2741,2405,1138,483,884,0 to 119,51,9139,6768,131,16005,33,0,227,15465,246,440,95,465,15557,12,4,15989,413,46,6,0,250,209,0,459,7,9,47,80,72,82,58,64,26,20,0,0 to 100,46,333,70,54,2,165,292,2,185,5,107,1,0,12,465,211,254,459,6,0,17888,27,18395,17915,465,12,398,155,893350621.597626,158549.770327082,47
31,31,48,095,ORANGE,Orange,FL,60409,1061,1354,4409,8403,8881,9711,9960,7178,3403,1300,4749,0 to 120,49,33464,26626,319,59388,1020,1,566,58760,585,1357,365,1849,58498,48,14,59327,1671,100,74,4,842,928,1,1771,30,41,191,331,336,386,285,138,79,31,1,0 to 101,44,775,266,611,119,800,816,155,579,41,304,35,5,39,1849,975,873,1770,78,1,63208,942,66064,64150,1849,39,617,408,2601855780.29929,275135.911496092,45
32,32,9,017,CITRUS,Citrus,FL,3675,38,62,166,334,323,431,677,872,582,181,9,0 to 222,62,2018,1441,216,3668,7,0,49,3440,119,200,25,119,3553,2,1,3666,59,60,0,0,58,61,0,119,2,4,8,9,6,17,29,20,14,10,0,0 to 97,60,84,1,10,24,14,82,23,30,0,32,0,0,12,119,61,58,119,0,0,3748,6,3876,3754,119,12,495,85,1565249379.23035,242867.273750112,58
33,33,27,053,HERNANDO,Hernando,FL,3324,64,57,227,437,417,502,625,520,349,122,4,0 to 119,54,1989,1321,14,3307,17,0,60,3178,66,144,40,112,3212,0,0,3307,60,48,3,1,54,54,0,108,1,6,6,23,15,15,21,15,9,1,0,1 to 85,48,90,16,2,0,24,83,1,34,2,22,2,1,5,112,55,57,108,4,0,3469,13,3614,3482,112,5,57,29,1259956856.20596,200494.167365377,49
34,34,52,103,PINELLAS,Pinellas,FL,34200,327,388,1920,3832,3844,4913,6733,6255,3802,2107,79,0 to 120,57,19844,14257,99,33883,317,0,1347,31935,411,2519,358,1196,32963,13,28,33843,1037,110,43,6,641,506,0,1147,6,21,79,158,130,186,199,170,131,116,0,0 to 101,55,835,196,77,39,111,963,73,344,18,368,16,1,75,1196,535,661,1147,49,0,35703,267,37190,35970,1196,75,320,228,758940582.722305,356104.408630079,56
35,35,61,121,SUWANNEE,Suwannee,FL,2058,54,45,154,266,235,233,330,290,230,211,10,0 to 118,56,1324,649,85,2053,5,0,56,1845,110,469,11,165,1893,0,0,2053,61,99,2,3,112,48,0,160,1,6,14,16,21,19,19,20,29,20,0,1 to 102,57,108,41,3,8,14,136,10,29,1,38,0,0,18,165,50,115,160,5,0,2064,0,2236,2064,165,18,7,5,1792465815.52835,223150.095858967,63
36,36,16,031,DUVAL,Duval,FL,46806,747,955,4049,7327,6797,7248,8485,6273,3203,1609,111,-35 to 119,50,25902,20105,799,46245,561,0,514,45192,454,1379,178,1484,45225,17,80,46148,1295,134,45,10,763,666,0,1429,20,33,142,240,238,222,257,182,93,57,0,0 to 101,48,634,529,150,116,186,1085,158,315,15,243,8,1,44,1484,692,790,1429,55,0,48107,506,50149,48613,1484,44,930,814,2136692125.83844,339628.979868484,50
37,37,34,067,LAFAYETTE,Lafayette,FL,333,5,0,40,40,38,32,34,45,54,44,1,0 to 119,59,216,109,8,333,0,0,11,321,0,13,1,8,325,0,0,333,7,1,0,0,3,5,0,8,0,0,2,2,0,1,1,0,0,2,0,19 to 98,40,8,0,0,0,2,6,0,1,0,1,0,0,0,8,5,3,8,0,0,352,0,360,352,8,0,0,0,1417838543.00769,193229.836834708,47
38,38,23,045,GULF,Gulf,FL,562,10,8,34,48,55,91,116,118,63,19,0,0 to 94,58,326,233,3,511,51,0,14,547,1,44,7,1,561,0,0,511,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,42 to 42,42,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,638,51,690,689,1,0,5,1,1469866107.27026,258929.917930346,42
39,39,63,125,UNION,Union,FL,1147,11,14,54,73,106,137,397,272,69,14,0,0 to 118,59,310,830,7,1147,0,0,13,1120,4,63,4,31,1116,0,0,1147,29,2,0,0,5,26,0,31,0,0,0,5,1,2,15,7,1,0,0,25 to 76,59,17,11,2,1,0,29,2,2,0,2,0,0,0,31,26,5,31,0,0,1722,0,1754,1722,31,0,10,8,646977045.561768,128178.538552252,55
40,40,4,007,BRADFORD,Bradford,FL,1456,18,25,115,185,164,221,286,188,145,103,6,0 to 118,54,913,518,25,1454,2,0,27,1387,34,143,1,51,1404,0,1,1453,12,39,0,0,41,10,0,51,0,2,3,3,7,4,3,6,12,11,0,8 to 107,72,45,5,1,0,0,51,0,4,0,11,0,0,2,51,10,41,51,0,0,1512,2,1566,1514,51,2,112,80,776744615.959412,167178.838252791,74
41,41,65,129,WAKULLA,Wakulla,FL,1200,12,25,80,133,162,203,238,201,104,40,2,0 to 102,54,681,509,10,1196,4,0,11,1157,13,178,2,32,1168,0,0,1196,14,16,2,0,21,9,0,30,0,0,4,5,4,9,5,3,1,1,0,19 to 86,46,14,13,3,0,0,30,0,6,0,5,0,0,1,32,9,23,30,2,0,1283,2,1317,1285,32,1,76,14,1579533632.64177,279225.038340218,43
42,42,5,009,BREVARD,Brevard,FL,18836,245,322,996,1769,2009,2621,4279,3857,2043,541,154,0 to 119,58,10711,8025,100,18819,17,0,139,18510,107,363,72,399,18434,2,1,18816,347,41,9,2,206,182,0,388,2,6,38,44,51,62,86,52,35,23,0,1 to 99,54,286,57,19,26,63,297,28,95,2,57,2,0,12,399,185,214,388,11,0,20421,6,20834,20427,399,12,215,157,2687643838.87906,793218.333609179,53
43,43,53,105,POLK,Polk,FL,17489,407,429,1212,2153,2208,2526,2888,2814,1785,727,340,0 to 119,53,10137,7159,193,17401,88,0,297,16394,231,898,125,891,16587,5,6,17390,733,147,10,1,547,333,0,880,3,11,70,124,123,133,140,108,95,84,0,2 to 103,53,534,189,107,50,219,580,81,345,6,259,2,0,50,891,337,554,880,11,0,17768,77,18771,17845,891,50,640,225,5206715917.89822,388118.956177661,56
44,44,49,097,OSCEOLA,Osceola,FL,13011,162,337,859,1724,1866,2159,2254,1746,866,316,722,0 to 155,50,7307,5633,71,12939,72,0,366,11980,390,699,188,662,12291,13,45,12882,584,34,42,2,316,302,0,618,7,14,46,101,107,125,113,81,52,16,0,0 to 102,49,317,55,243,3,377,211,30,230,6,148,6,2,18,662,335,326,618,44,0,12971,27,13674,12998,662,18,503,77,3899316052.50861,350452.549474464,50
45,45,28,055,HIGHLANDS,Highlands,FL,3492,51,51,153,345,303,405,547,672,598,347,20,0 to 119,62,2116,1346,30,3428,64,0,38,3369,47,105,16,114,3372,2,4,3422,93,20,1,0,55,58,0,113,1,4,8,15,14,14,27,14,16,1,0,0 to 85,55,64,26,20,3,36,68,9,44,1,35,1,0,8,114,59,55,113,1,0,3678,63,3861,3741,114,8,119,33,2866885704.30579,296636.719911829,56
46,46,36,071,LEE,Lee,FL,24494,269,303,1516,2676,2925,3447,4307,4589,3063,1344,55,0 to 119,57,14195,10075,224,23580,913,1,419,22527,613,1670,163,1759,22707,3,25,23553,1571,134,49,5,923,779,3,1705,17,19,114,197,249,285,281,233,181,183,0,0 to 101,54,1088,290,44,283,405,988,312,562,14,393,13,4,93,1759,808,948,1704,54,1,23894,859,26520,24753,1759,93,1745,427,2112333669.17714,583283.842331616,54
47,47,11,021,COLLIER,Collier,FL,13463,251,404,990,1429,1562,1789,2125,2388,1881,641,3,0 to 105,56,7384,6051,28,13112,351,0,263,12177,356,1186,147,1305,12149,3,6,13103,990,241,58,16,627,603,1,1231,26,52,147,173,189,186,194,137,136,65,0,0 to 101,48,838,81,119,193,607,425,199,247,18,176,9,4,46,1305,645,659,1231,74,0,12436,277,14027,12713,1305,46,1228,288,5197102107.68439,580181.883282756,57
48,48,13,025,DADE,Dade,FL,153313,1549,2240,11313,24050,24251,28026,26590,18207,10379,6105,603,0 to 225,49,80348,71729,1236,152266,1046,1,3107,141666,2785,11854,905,17168,135894,191,60,152017,16238,749,173,8,8412,8569,6,16987,91,194,1345,2801,2693,3207,2808,1894,1206,910,19,0 to 108,49,9265,2687,771,4264,8914,3637,4436,4549,43,2727,29,10,633,17168,8694,8468,16986,181,1,148487,864,166885,149351,17168,633,2156,1419,5114451079.58835,540836.793924443,49
49,49,44,087,MONROE,Monroe,FL,2546,25,37,126,270,327,430,580,439,222,87,3,0 to 101,56,1337,1164,45,2489,57,0,693,1573,83,486,88,107,2342,0,97,2394,79,18,6,4,45,52,0,97,0,3,7,12,13,17,19,16,14,6,0,6 to 91,55,74,5,1,17,22,54,21,15,3,11,2,0,4,107,57,50,97,10,0,2371,45,2523,2416,107,4,288,74,2629619857.16548,1399292.97354894,49
50,50,57,113,SANTA ROSA,Santa Rosa,FL,6702,219,257,508,871,936,994,1116,1024,532,235,10,0 to 119,50,3679,2995,28,6637,65,0,63,6479,99,177,51,209,6490,2,1,6634,166,40,3,0,61,145,0,206,3,2,17,33,34,38,35,29,11,7,0,0 to 94,49,147,32,5,22,12,173,21,24,0,24,0,0,9,209,145,64,206,3,0,6882,62,7159,6944,209,9,569,70,2596863920.94926,364280.718031263,49
51,51,66,131,WALTON,Walton,FL,1539,44,30,95,162,189,230,279,225,152,130,3,0 to 101,55,866,636,37,1486,53,0,26,1439,15,130,35,108,1430,1,0,1485,76,18,11,3,56,38,0,94,1,2,7,13,14,13,24,15,13,6,0,3 to 101,56,86,7,0,1,5,85,4,18,2,15,2,0,9,108,42,66,94,14,0,1516,39,1667,1555,108,9,68,32,2708101782.46999,370154.781284707,49
52,52,32,063,JACKSON,Jackson,FL,2858,21,29,211,495,490,505,453,293,218,137,6,0 to 105,48,1267,1494,97,2839,19,0,18,2626,19,134,20,239,2612,7,0,2832,200,34,4,1,39,193,2,234,1,5,17,61,53,49,38,12,3,0,0,4 to 82,40,102,86,8,38,16,118,100,21,2,12,0,0,0,239,196,41,234,5,0,3096,14,3364,3110,239,0,209,157,2452499072.79567,223828.324060307,36
53,53,67,133,WASHINGTON,Washington,FL,839,11,12,48,84,102,134,180,122,94,52,0,0 to 119,56,495,320,24,835,4,0,27,750,9,76,10,50,784,0,5,830,39,11,0,0,24,25,1,50,0,0,3,5,3,3,10,11,11,4,0,16 to 99,66,21,1,0,28,0,21,29,3,0,8,0,0,2,50,25,24,50,0,0,814,4,869,818,50,2,70,37,1594396648.51196,243766.072259733,54
54,54,45,089,NASSAU,Nassau,FL,3141,41,49,219,322,356,435,601,576,371,167,4,0 to 103,57,1687,1246,208,3034,107,0,31,3061,28,53,27,70,3070,0,1,3034,52,13,3,2,36,29,0,65,0,0,7,14,12,8,8,12,6,3,0,15 to 89,48,52,8,2,3,1,61,3,22,0,13,0,0,1,70,31,39,65,5,0,3287,101,3460,3388,70,1,37,31,1641620662.32831,388721.737801268,49
55,55,22,043,GLADES,Glades,FL,159,2,7,15,19,23,18,20,26,22,6,1,1 to 90,51,89,68,2,159,0,0,4,137,3,21,0,24,135,0,0,159,22,2,0,0,10,14,0,24,1,2,2,6,3,3,2,3,1,1,0,3 to 89,38,17,5,0,2,11,10,3,9,0,4,0,0,1,24,14,10,24,0,0,146,0,170,146,24,1,52,22,2551976411.00452,236757.936928168,61
56,56,8,015,CHARLOTTE,Charlotte,FL,5296,56,47,234,434,513,725,1015,1015,716,535,6,0 to 119,61,3122,2099,75,5279,17,0,118,4880,62,425,17,430,4862,1,3,5275,296,133,0,1,267,161,1,429,1,4,13,39,25,43,77,67,74,87,0,3 to 101,67,340,50,9,30,17,375,37,78,1,114,1,0,56,430,162,267,429,1,0,5234,16,5682,5250,430,56,80,59,1825525431.11919,398247.923422686,68
57,57,58,115,SARASOTA,Sarasota,FL,12522,146,151,618,1095,1126,1549,2321,2668,1902,905,41,0 to 119,61,7067,5278,177,12303,219,0,404,11798,190,828,88,594,11924,3,1,12299,519,58,11,6,335,241,1,577,4,5,23,53,58,67,86,101,112,85,0,0 to 104,65,462,44,37,34,49,459,69,186,10,163,7,1,73,594,251,342,577,17,0,12887,202,13691,13089,594,73,224,118,1509311882.53409,264158.506465067,64
58,58,14,027,DESOTO,Desoto,FL,2043,33,39,134,260,272,382,437,265,150,67,4,0 to 102,52,794,1120,129,2033,10,0,10,1890,48,189,6,121,1916,0,6,2027,65,56,0,0,52,66,3,121,0,8,10,24,18,13,20,17,5,6,0,7 to 92,46,95,4,3,19,55,39,27,29,0,24,0,0,8,121,66,52,121,0,0,2163,10,2295,2173,121,8,129,70,1654926851.96404,168390.780925558,62
