OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,Chart_MedAge
11,11,33,065,JEFFERSON,Jefferson,FL,559,11,12,20,43,75,79,117,120,64,17,1,0 to 101,58,333,221,5,554,5,0,6,490,41,67,7,31,528,0,0,554,8,21,2,0,17,12,0,29,0,0,1,2,2,4,7,7,4,4,0,22 to 95,58,9,13,6,1,3,24,2,4,2,7,0,0,3,31,14,17,29,2,0,758,3,793,761,31,3,50,12,1581350101.5302,228391.565390175,66
12,12,40,079,MADISON,Madison,FL,1015,42,33,85,112,121,138,146,176,106,49,7,0 to 99,52,647,361,7,992,23,0,24,889,53,217,10,71,942,2,0,990,25,42,4,0,40,27,0,67,2,0,8,4,8,8,16,10,4,11,0,0 to 98,57,21,38,4,4,1,53,13,10,0,4,0,1,3,71,28,43,67,4,0,1155,19,1247,1174,71,3,126,29,1853116752.08771,219176.19751538,56
13,13,39,077,LIBERTY,Liberty,FL,2214,3,4,157,689,561,398,268,93,28,5,8,0 to 92,38,168,2037,9,2214,0,0,1,1999,1,64,0,218,1996,0,0,2214,215,3,0,0,5,213,0,218,0,0,13,57,53,54,36,5,0,0,0,20 to 73,41,115,96,5,2,7,132,79,5,0,1,0,0,1,218,213,5,218,0,0,2053,0,2273,2053,218,1,35,14,2183538740.41838,308797.501184753,49
14,14,24,047,HAMILTON,Hamilton,FL,1953,12,21,155,527,405,313,238,166,69,43,4,0 to 118,41,418,1504,31,1947,6,0,33,1855,9,261,5,261,1691,1,0,1946,250,8,2,1,26,232,0,258,1,4,26,75,54,49,40,9,3,0,0,3 to 84,39,113,114,25,6,34,80,144,18,1,5,0,0,0,261,234,27,258,3,0,2027,3,2292,2030,261,0,6,4,1344926537.82205,232510.619937192,50
15,15,3,005,BAY,Bay,FL,3150,35,31,199,373,413,526,614,435,283,186,55,0 to 119,54,1764,1332,54,3126,24,0,48,3029,28,122,37,123,3022,2,3,3121,89,29,5,0,49,69,0,118,2,1,12,22,18,31,18,11,7,1,0,2 to 93,47,94,12,6,6,32,77,9,29,2,13,1,1,4,123,71,52,118,5,0,4231,19,4375,4250,123,4,38,31,1930770661.49939,558412.990825665,50
16,16,12,023,COLUMBIA,Columbia,FL,3382,86,99,233,402,420,441,662,545,285,199,10,0 to 119,55,1910,1369,103,3367,15,0,182,3061,63,269,16,171,3207,0,4,3363,139,30,2,0,85,84,0,169,5,9,18,38,26,29,26,12,5,3,0,0 to 97,41,79,76,11,3,14,148,7,6,0,15,0,0,2,171,86,85,169,2,0,4141,13,4331,4154,171,2,10,8,2068684690.43686,276060.430857214,46
17,17,2,003,BAKER,Baker,FL,883,30,14,95,131,119,143,148,103,66,32,2,0 to 99,48,489,340,54,823,60,0,22,839,16,62,3,29,854,0,0,823,10,19,0,0,18,11,0,29,0,0,3,3,3,1,5,6,5,3,0,20 to 97,64,20,7,2,0,0,28,1,8,0,11,0,0,4,29,11,18,29,0,0,1025,60,1114,1085,29,4,4,3,1520245937.66486,183737.354704368,70
18,18,30,059,HOLMES,Holmes,FL,768,12,13,58,86,92,126,148,148,63,21,1,0 to 119,54,433,318,17,758,10,0,3,742,5,27,3,30,738,0,0,758,17,12,0,1,14,15,0,29,1,0,2,4,10,7,2,3,1,0,0,1 to 79,42,23,3,1,2,0,26,3,4,0,1,0,0,0,30,15,15,29,1,0,886,9,925,895,30,0,27,22,1251550190.83949,175658.620344926,44
19,19,43,085,MARTIN,Martin,FL,6882,125,143,452,631,762,861,1294,1321,921,350,22,0 to 100,58,3394,3002,486,6790,92,0,196,6237,82,620,69,849,6019,6,8,6777,825,12,12,0,393,438,6,837,33,48,124,129,164,137,108,48,39,18,1,0 to 92,39,304,27,292,214,419,203,215,150,2,94,1,1,12,849,446,397,837,12,0,9801,79,10736,9880,849,12,69,58,1686613017.08661,308980.48751506,55
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,51893,1199,1389,4145,7582,7497,8096,9021,7249,3888,1727,100,0 to 119,50,29792,21868,233,51488,405,0,616,50014,458,1812,306,2643,49172,47,31,51411,2469,114,57,3,1375,1207,1,2583,45,84,302,452,422,407,364,266,176,124,1,0 to 104,45,1093,581,522,387,725,1343,515,611,11,467,8,3,90,2643,1234,1408,2583,60,0,65614,344,68680,65958,2643,90,872,524,2746844886.16013,358788.307034344,45
21,21,41,081,MANATEE,Manatee,FL,15218,246,301,810,1372,1541,1984,2911,3248,2008,694,103,0 to 119,59,8684,6217,317,14974,244,0,560,14108,177,1082,43,1177,14035,6,0,14968,1110,58,9,0,650,516,2,1168,10,37,81,148,170,172,177,161,138,83,0,0 to 101,53,767,200,95,106,321,693,154,156,2,221,2,2,105,1177,520,655,1168,9,0,20999,235,22419,21234,1177,105,217,119,1945653927.12581,371198.171414394,57
22,22,10,019,CLAY,Clay,FL,8173,118,198,604,939,1131,1337,1470,1296,756,303,21,0 to 101,53,4723,3337,113,8153,20,0,100,7746,130,449,45,396,7774,3,0,8150,335,58,3,0,232,161,0,393,0,3,19,39,50,60,72,72,52,29,0,6 to 95,58,231,80,34,48,29,304,60,119,0,93,0,0,32,396,162,234,393,3,0,10459,17,10877,10476,396,32,209,176,1667659896.51059,183856.484298748,59
23,23,25,049,HARDEE,Hardee,FL,852,19,41,104,156,98,111,126,113,59,25,0,0 to 94,46,468,365,19,847,5,0,36,613,2,145,4,140,712,0,0,847,123,14,3,0,61,76,0,137,3,9,23,33,18,16,15,15,5,3,0,0 to 88,35,81,41,12,3,76,58,3,27,3,14,3,1,0,140,78,62,137,3,0,1063,2,1206,1065,140,0,222,165,1653184151.65315,165534.73009074,50
24,24,42,083,MARION,Marion,FL,13123,145,180,796,1453,1523,1932,2311,2519,1630,609,25,0 to 168,57,7949,5125,49,13095,28,0,3756,8979,177,2253,135,274,12553,2,294,12799,248,21,4,1,152,117,0,269,5,4,18,38,53,51,50,32,16,7,0,0 to 97,49,195,49,17,8,53,208,8,51,3,38,0,0,8,274,118,156,269,5,0,15340,23,15640,15363,274,8,314,152,4305055841.62241,350920.190673371,51
25,25,64,127,VOLUSIA,Volusia,FL,20021,169,291,1014,2000,2145,2884,4173,3905,2135,1019,286,0 to 119,58,11181,8111,729,19926,95,0,244,19183,230,778,134,804,19202,12,3,19911,668,122,13,1,382,408,0,790,4,19,66,106,95,131,149,129,57,48,0,0 to 102,53,443,183,135,29,113,621,56,218,5,152,4,0,44,804,414,390,790,14,0,23763,81,24668,23844,804,44,850,305,3125661534.15881,560414.737839251,53
26,26,15,029,DIXIE,Dixie,FL,789,20,25,63,86,130,101,135,120,68,40,1,0 to 118,52,466,304,19,789,0,0,11,696,6,69,0,58,731,0,0,789,42,16,0,0,28,30,0,58,0,2,12,2,10,11,10,3,5,3,0,6 to 91,48,44,13,0,1,1,55,2,13,0,10,0,0,2,58,30,28,58,0,0,982,0,1040,982,58,2,86,32,1823798262.39212,235232.973119088,46
27,27,35,069,LAKE,Lake,FL,14951,205,229,747,1319,1444,1851,2443,2805,1991,654,1263,0 to 101,59,7851,6000,1100,14816,135,0,132,14452,222,348,92,321,14611,10,9,14798,290,16,15,0,161,145,0,306,1,8,21,36,46,58,51,51,43,6,0,1 to 98,52,173,42,79,12,81,209,16,122,12,75,5,1,15,321,154,167,306,15,0,19071,119,19522,19190,321,15,398,119,2995995460.71371,331014.242454318,52
28,28,38,075,LEVY,Levy,FL,1615,25,27,140,187,173,218,323,257,185,79,1,0 to 118,56,973,625,17,1614,1,0,18,1480,16,200,2,58,1557,0,0,1614,55,3,0,0,29,29,0,58,1,1,13,6,12,5,11,4,2,3,0,3 to 99,39,25,8,6,19,9,30,19,12,0,4,0,0,1,58,29,29,58,0,0,2144,1,2203,2145,58,1,92,42,2900663690.96646,339394.964008615,53
29,29,60,119,SUMTER,Sumter,FL,3819,27,25,90,171,180,295,510,1414,889,132,86,0 to 119,69,1867,1741,211,3745,74,0,111,3463,164,271,54,261,3535,0,23,3722,212,48,0,1,76,184,0,260,0,0,7,6,32,40,39,89,40,8,0,17 to 92,65,217,34,6,3,15,239,6,58,0,45,0,0,17,261,185,76,260,1,0,4441,73,4780,4514,261,17,56,44,1502516062.89801,229328.389599522,66
30,30,59,117,SEMINOLE,Seminole,FL,16393,210,376,1224,2011,2199,2554,2810,2460,1169,501,879,0 to 119,51,9341,6923,129,16358,35,0,246,15763,246,492,95,521,15856,13,3,16342,466,48,7,0,276,238,0,514,9,11,58,86,83,92,63,65,32,22,0,0 to 100,45,374,76,63,1,185,326,3,201,5,114,1,0,12,521,241,280,514,7,0,21947,28,22509,21975,521,12,444,201,893350621.597626,158549.770327082,47
31,31,48,095,ORANGE,Orange,FL,61569,1083,1390,4531,8586,9088,9877,10147,7337,3479,1328,4723,0 to 120,48,34081,27171,317,60526,1042,1,640,59636,585,1620,391,2256,59247,50,16,60461,2070,102,80,4,1023,1147,2,2172,37,59,244,427,427,452,335,160,81,33,1,0 to 101,43,866,387,696,223,917,977,278,654,41,347,34,5,45,2256,1196,1058,2171,84,1,76673,958,79940,77631,2256,45,727,514,2601855780.29929,275135.911496092,45
32,32,9,017,CITRUS,Citrus,FL,3805,38,64,170,342,335,442,701,899,614,190,10,0 to 222,62,2100,1496,209,3798,7,0,53,3553,119,215,25,125,3676,2,2,3795,64,61,0,0,61,64,0,125,2,4,10,9,7,17,29,21,16,10,0,0 to 97,60,87,3,11,24,14,87,24,31,0,33,0,0,12,125,64,61,125,0,0,5823,6,5957,5829,125,12,504,51,1565249379.23035,242867.273750112,58
33,33,27,053,HERNANDO,Hernando,FL,3472,65,59,241,461,427,523,655,538,369,130,4,0 to 100,54,2081,1377,14,3454,18,0,63,3279,66,155,40,122,3350,0,0,3454,68,49,4,1,57,60,0,117,1,6,7,26,15,17,23,16,9,2,0,1 to 88,48,95,17,5,0,26,90,1,39,2,25,2,1,5,122,61,61,117,5,0,4754,13,4890,4767,122,5,202,151,1259956856.20596,200494.167365377,49
34,34,52,103,PINELLAS,Pinellas,FL,36187,350,422,2029,4065,4082,5215,7104,6613,4050,2177,80,0 to 120,57,21002,15081,104,35864,323,0,1710,33301,411,3179,373,1532,34441,13,201,35651,1355,126,45,6,851,630,0,1481,12,42,118,237,192,223,232,188,156,131,1,0 to 101,52,970,292,92,127,166,1141,174,410,18,408,16,1,95,1532,661,871,1481,51,0,48664,271,50483,48935,1532,95,342,250,758940582.722305,356104.408630079,56
35,35,61,121,SUWANNEE,Suwannee,FL,2106,54,46,156,268,239,246,340,299,236,212,10,0 to 118,56,1353,671,82,2101,5,0,58,1855,110,505,13,174,1932,0,0,2101,70,99,2,3,117,52,0,169,1,6,15,17,23,22,19,21,30,20,0,1 to 102,56,113,43,7,6,19,142,8,34,1,40,0,0,18,174,54,120,169,5,0,2413,0,2589,2413,174,18,14,10,1792465815.52835,223150.095858967,63
36,36,16,031,DUVAL,Duval,FL,47819,765,988,4145,7488,6935,7393,8671,6399,3277,1645,112,-6 to 119,50,26454,20592,773,47219,600,0,586,45842,454,1665,197,1764,45958,20,77,47122,1508,182,63,11,913,776,1,1690,25,49,172,291,286,270,301,204,104,62,0,0 to 101,47,744,603,226,117,273,1249,168,371,18,288,10,3,53,1764,812,949,1690,74,0,60777,526,63095,61303,1764,53,1082,966,2136692125.83844,339628.979868484,50
37,37,34,067,LAFAYETTE,Lafayette,FL,341,5,0,42,41,38,34,36,45,55,44,1,0 to 119,59,220,114,7,341,0,0,12,326,0,15,1,10,331,0,0,341,8,2,0,0,4,6,0,10,0,0,2,3,0,2,1,0,0,2,0,19 to 98,39,10,0,0,0,3,7,0,3,0,1,0,0,0,10,6,4,10,0,0,387,0,397,387,10,0,5,5,1417838543.00769,193229.836834708,47
38,38,23,045,GULF,Gulf,FL,596,10,8,36,56,62,98,123,119,65,19,0,0 to 94,56,354,239,3,542,54,0,14,579,1,47,7,3,592,0,1,541,3,0,0,0,2,1,0,3,0,0,0,0,2,1,0,0,0,0,0,40 to 48,42,2,0,1,0,1,2,0,1,0,0,0,0,0,3,1,2,3,0,0,849,54,906,903,3,0,11,8,1469866107.27026,258929.917930346,42
39,39,63,125,UNION,Union,FL,1160,11,16,54,75,107,138,398,276,71,14,0,0 to 118,59,314,839,7,1160,0,0,15,1125,4,71,4,36,1124,0,0,1160,34,2,0,0,6,30,0,36,0,0,0,5,1,2,16,10,2,0,0,25 to 80,62,22,11,2,1,1,34,1,6,0,6,0,0,1,36,30,6,36,0,0,1884,0,1920,1884,36,1,29,27,646977045.561768,128178.538552252,55
40,40,4,007,BRADFORD,Bradford,FL,1465,18,25,116,185,168,221,288,189,146,103,6,0 to 118,54,919,521,25,1463,2,0,28,1395,34,144,1,52,1412,0,1,1462,13,39,0,0,41,11,0,52,0,2,3,3,7,5,3,6,12,11,0,8 to 107,70,46,5,1,0,0,52,0,4,0,11,0,0,2,52,11,41,52,0,0,1747,2,1802,1749,52,2,112,80,776744615.959412,167178.838252791,74
41,41,65,129,WAKULLA,Wakulla,FL,1247,13,27,86,137,168,211,246,212,107,39,1,0 to 102,54,705,531,11,1243,4,0,12,1189,13,187,4,35,1211,0,1,1242,17,16,2,0,23,10,0,33,0,0,5,5,5,10,5,3,1,1,0,18 to 86,46,17,13,3,0,0,33,0,6,0,5,0,0,1,35,10,25,33,2,0,1597,2,1634,1599,35,1,90,28,1579533632.64177,279225.038340218,43
42,42,5,009,BREVARD,Brevard,FL,19236,250,333,1026,1796,2052,2671,4379,3927,2099,554,149,0 to 119,58,10956,8179,101,19219,17,0,150,18863,107,409,77,453,18780,2,1,19216,394,48,9,2,237,205,0,442,3,12,45,52,62,68,93,56,37,25,0,0 to 99,53,329,61,22,30,85,326,31,111,2,66,2,0,13,453,208,245,442,11,0,25251,6,25712,25257,453,13,261,203,2687643838.87906,793218.333609179,53
43,43,53,105,POLK,Polk,FL,18237,427,450,1264,2236,2303,2628,3002,2928,1876,783,340,0 to 119,53,10605,7441,191,18145,92,0,322,16907,231,1141,130,1145,17076,6,10,18129,976,156,12,1,695,436,1,1132,9,20,93,153,164,166,166,137,133,104,0,0 to 103,52,723,230,139,40,305,754,73,435,8,335,3,0,66,1145,441,703,1132,13,0,23533,79,24765,23612,1145,66,757,254,5206715917.89822,388118.956177661,56
44,44,49,097,OSCEOLA,Osceola,FL,13217,165,342,875,1763,1898,2195,2300,1767,878,320,714,0 to 155,50,7416,5731,70,13140,77,0,395,12084,390,774,197,741,12419,13,44,13084,657,35,47,2,345,347,0,692,8,17,52,123,113,141,126,87,56,17,1,0 to 102,48,351,61,274,6,425,232,35,247,7,157,7,2,20,741,383,358,692,49,0,15263,27,16045,15290,741,20,560,64,3899316052.50861,350452.549474464,50
45,45,28,055,HIGHLANDS,Highlands,FL,3679,51,55,164,372,323,423,592,703,621,355,20,0 to 119,62,2233,1409,37,3614,65,0,43,3532,47,126,19,143,3531,2,3,3609,119,22,2,0,71,70,0,141,1,8,10,19,19,17,35,15,17,2,0,0 to 87,54,78,32,23,8,45,82,14,49,1,39,1,0,9,143,72,71,141,2,0,4653,63,4862,4716,143,9,159,57,2866885704.30579,296636.719911829,56
46,46,36,071,LEE,Lee,FL,25553,280,345,1600,2823,3064,3603,4444,4728,3169,1431,66,0 to 119,57,14782,10538,233,24615,937,1,463,23201,613,2017,166,2253,23274,3,23,24590,2047,142,59,5,1176,1005,8,2189,22,38,165,290,329,369,341,278,214,203,4,0 to 101,52,1330,364,53,442,569,1156,464,653,15,444,13,4,117,2253,1042,1203,2188,64,1,30676,873,33808,31549,2253,117,2056,549,2112333669.17714,583283.842331616,54
47,47,11,021,COLLIER,Collier,FL,14887,289,488,1132,1594,1745,1945,2315,2649,2051,671,8,0 to 105,56,8094,6760,33,14531,356,0,315,13099,356,1621,153,1968,12899,4,16,14511,1625,267,60,16,926,966,0,1892,45,100,237,288,326,301,269,182,152,68,0,0 to 101,44,1143,103,180,466,971,501,420,336,20,233,11,5,56,1968,1010,958,1892,76,0,17495,280,19751,17775,1968,56,1710,714,5197102107.68439,580181.883282756,57
48,48,13,025,DADE,Dade,FL,156822,1627,2336,11642,24639,24822,28571,27172,18568,10608,6243,594,0 to 225,49,82205,73404,1213,155742,1079,1,3452,143508,2785,13866,947,19299,137256,193,74,155477,18299,805,187,8,9541,9555,8,19104,115,239,1569,3172,3047,3562,3136,2098,1335,1018,8,0 to 108,49,10538,3074,932,4560,10320,4147,4637,5105,44,3135,30,11,765,19299,9684,9607,19103,195,1,179651,883,200031,180534,19299,765,2430,1690,5114451079.58835,540836.793924443,49
49,49,44,087,MONROE,Monroe,FL,3049,24,40,178,332,413,528,669,511,255,97,2,0 to 101,55,1616,1398,35,2993,56,0,941,1816,83,631,97,110,2874,0,65,2928,80,19,7,4,47,52,0,99,0,3,7,13,13,17,22,16,13,6,0,6 to 91,55,76,5,1,17,22,56,21,14,3,10,2,0,4,110,58,52,99,11,0,3526,45,3681,3571,110,4,331,71,2629619857.16548,1399292.97354894,49
50,50,57,113,SANTA ROSA,Santa Rosa,FL,6889,226,261,522,910,963,1029,1150,1041,542,235,10,0 to 119,50,3773,3088,28,6823,66,0,71,6617,99,217,58,257,6629,2,1,6820,213,40,4,0,73,180,0,253,3,2,19,50,45,50,38,32,11,7,0,0 to 94,47,179,43,5,26,15,193,45,27,0,25,0,0,9,257,180,77,253,4,0,9058,62,9380,9120,257,9,621,91,2596863920.94926,364280.718031263,49
51,51,66,131,WALTON,Walton,FL,1611,49,34,96,164,205,241,285,244,158,132,3,0 to 101,55,897,677,37,1555,56,0,26,1496,15,150,37,130,1480,1,0,1554,91,23,13,3,66,48,0,114,3,4,8,14,23,17,26,16,13,6,0,1 to 101,52,103,8,1,2,20,90,4,19,3,17,2,0,9,130,54,76,114,16,0,1916,40,2090,1956,130,9,84,31,2708101782.46999,370154.781284707,49
52,52,32,063,JACKSON,Jackson,FL,2977,24,30,236,510,513,519,465,306,228,140,6,0 to 105,48,1330,1552,95,2954,23,0,18,2609,19,274,21,298,2675,3,1,2950,253,36,8,1,59,230,0,289,2,6,27,72,70,58,44,13,5,1,0,0 to 87,40,120,125,11,33,22,166,101,33,2,20,0,0,1,298,234,64,289,9,0,3695,14,4014,3709,298,1,322,168,2452499072.79567,223828.324060307,36
53,53,67,133,WASHINGTON,Washington,FL,885,11,15,51,91,109,138,193,126,96,55,0,0 to 119,56,521,341,23,879,6,0,29,750,9,110,12,83,797,0,5,874,63,18,2,0,40,41,0,81,0,2,4,8,8,6,20,15,13,7,0,9 to 99,60,38,12,0,31,1,47,33,4,0,14,0,0,6,83,41,42,81,2,0,1183,4,1271,1187,83,6,102,49,1594396648.51196,243766.072259733,54
54,54,45,089,NASSAU,Nassau,FL,3222,44,51,224,326,364,442,621,595,381,170,4,0 to 103,57,1733,1286,203,3114,108,0,37,3128,28,62,28,82,3140,0,0,3114,62,13,5,2,39,36,0,75,0,1,13,15,14,8,9,13,6,3,0,14 to 89,44,58,12,2,3,1,71,3,24,0,15,0,0,1,82,39,43,75,7,0,4058,101,4241,4159,82,1,56,50,1641620662.32831,388721.737801268,49
55,55,22,043,GLADES,Glades,FL,224,2,8,22,34,43,29,27,29,23,6,1,1 to 90,46,101,121,2,224,0,0,35,146,3,73,0,83,141,0,0,224,81,2,0,0,18,65,0,83,1,3,8,19,23,14,8,5,1,1,0,3 to 89,38,65,7,2,9,51,22,10,14,0,8,0,0,1,83,65,18,83,0,0,280,0,363,280,83,1,100,51,2551976411.00452,236757.936928168,61
56,56,8,015,CHARLOTTE,Charlotte,FL,5409,60,48,240,447,521,739,1039,1039,729,541,6,0 to 119,61,3189,2147,73,5391,18,0,127,4939,62,491,20,488,4916,1,4,5386,343,143,1,1,301,185,0,486,4,4,14,47,29,52,89,76,78,95,0,0 to 101,66,397,53,10,26,25,425,36,98,1,130,1,0,72,488,186,302,486,2,0,6510,16,7015,6526,488,72,79,59,1825525431.11919,398247.923422686,68
57,57,58,115,SARASOTA,Sarasota,FL,13004,152,168,645,1130,1177,1610,2417,2759,1972,933,41,0 to 119,61,7350,5478,176,12768,236,0,419,12224,190,898,92,669,12329,4,2,12762,590,58,15,6,374,274,0,648,4,7,31,63,69,73,99,111,121,91,0,0 to 104,63,516,51,38,43,56,515,77,193,12,167,9,1,85,669,286,383,648,21,0,20358,215,21247,20573,669,85,236,130,1509311882.53409,264158.506465067,64
58,58,14,027,DESOTO,Desoto,FL,2243,47,65,169,301,300,404,460,272,153,68,4,0 to 102,51,885,1210,148,2233,10,0,15,1965,48,277,7,258,1977,0,8,2225,140,118,0,0,112,145,1,258,10,20,34,54,39,31,36,22,6,6,0,0 to 92,36,195,19,2,42,152,55,51,43,0,32,0,0,7,258,145,112,258,0,0,2605,10,2874,2615,258,7,258,162,1654926851.96404,168390.780925558,62
