OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,Chart_MedAge
11,11,33,065,JEFFERSON,Jefferson,FL,559,11,12,20,43,75,79,117,120,64,17,1,0 to 101,58,333,221,5,554,5,0,7,489,41,68,7,31,528,0,0,554,8,21,2,0,17,12,0,29,0,0,1,2,2,4,7,7,4,4,0,22 to 95,58,9,14,6,0,3,25,1,4,2,7,0,0,3,31,14,17,29,2,0,761,3,796,764,31,3,54,16,1581350101.5302,228391.565390175,66
12,12,40,079,MADISON,Madison,FL,1016,42,33,85,112,121,138,147,176,106,49,7,0 to 99,53,647,362,7,993,23,0,24,890,53,217,10,71,943,2,0,991,25,42,4,0,40,27,0,67,2,0,8,4,8,8,16,10,4,11,0,0 to 98,57,21,38,4,4,1,53,13,10,0,4,0,1,3,71,28,43,67,4,0,1179,19,1271,1198,71,3,126,29,1853116752.08771,219176.19751538,56
13,13,39,077,LIBERTY,Liberty,FL,2215,3,4,157,690,561,398,268,93,28,5,8,0 to 92,38,168,2038,9,2215,0,0,1,2000,1,75,0,218,1997,0,0,2215,215,3,0,0,5,213,0,218,0,0,13,57,53,54,36,5,0,0,0,20 to 73,41,115,96,5,2,7,132,79,5,0,1,0,0,1,218,213,5,218,0,0,2060,0,2280,2060,218,1,35,14,2183538740.41838,308797.501184753,49
14,14,24,047,HAMILTON,Hamilton,FL,1954,12,21,155,528,405,313,238,166,69,43,4,0 to 118,41,418,1505,31,1948,6,0,33,1856,9,261,5,263,1690,1,0,1947,252,8,2,1,26,234,0,260,1,4,26,77,54,49,40,9,3,0,0,3 to 84,39,113,114,25,8,34,80,146,18,1,5,0,0,0,263,236,27,260,3,0,2040,3,2307,2043,263,0,6,4,1344926537.82205,232510.619937192,50
15,15,3,005,BAY,Bay,FL,3157,35,31,199,376,414,527,615,435,284,186,55,0 to 119,54,1766,1337,54,3133,24,0,49,3034,28,128,38,130,3022,2,3,3128,96,29,5,0,51,74,0,125,2,1,12,25,19,32,19,11,8,1,0,2 to 93,47,100,12,6,7,33,82,10,30,2,14,1,1,4,130,76,54,125,5,0,4399,19,4550,4418,130,4,38,31,1930770661.49939,558412.990825665,50
16,16,12,023,COLUMBIA,Columbia,FL,3383,86,99,233,402,420,441,662,546,285,199,10,0 to 119,55,1911,1369,103,3368,15,0,182,3060,63,271,16,171,3208,0,4,3364,139,30,2,0,85,84,0,169,5,9,18,38,26,29,26,12,5,3,0,0 to 97,41,79,77,12,1,15,149,5,6,0,15,0,0,2,171,86,85,169,2,0,4204,13,4394,4217,171,2,10,8,2068684690.43686,276060.430857214,46
17,17,2,003,BAKER,Baker,FL,883,30,14,95,131,119,143,148,103,66,32,2,0 to 99,48,489,340,54,823,60,0,22,839,16,62,3,29,854,0,0,823,10,19,0,0,18,11,0,29,0,0,3,3,3,1,5,6,5,3,0,20 to 97,64,20,7,2,0,0,28,1,8,0,11,0,0,4,29,11,18,29,0,0,1049,60,1138,1109,29,4,4,3,1520245937.66486,183737.354704368,70
18,18,30,059,HOLMES,Holmes,FL,773,12,13,58,89,92,128,148,148,63,21,1,0 to 119,54,436,322,15,763,10,0,3,743,5,32,3,30,742,1,0,762,16,13,0,1,14,15,0,29,1,0,2,4,10,7,2,3,1,0,0,1 to 79,42,23,3,1,2,0,26,3,4,0,1,0,0,0,30,15,15,29,1,0,909,9,948,918,30,0,27,22,1251550190.83949,175658.620344926,44
19,19,43,085,MARTIN,Martin,FL,6941,126,144,460,645,772,870,1304,1322,924,352,22,0 to 100,58,3419,3036,486,6848,93,0,203,6271,82,659,69,907,6019,6,9,6834,882,12,13,0,418,470,6,894,34,49,132,142,175,146,117,49,42,20,1,0 to 98,39,333,28,304,229,450,212,232,153,2,95,1,1,13,907,479,422,894,13,0,9937,79,10930,10016,907,13,68,57,1686613017.08661,308980.48751506,55
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,52001,1203,1399,4159,7606,7516,8112,9036,7255,3890,1727,98,0 to 119,50,29860,21909,232,51596,405,0,626,50090,458,1843,306,2748,49177,48,28,51521,2572,116,57,3,1434,1252,2,2688,47,89,315,480,442,420,379,273,177,125,1,0 to 104,45,1118,602,533,435,747,1370,571,619,11,470,8,3,90,2748,1279,1467,2688,60,0,67966,344,71138,68310,2748,90,891,543,2746844886.16013,358788.307034344,45
21,21,41,081,MANATEE,Manatee,FL,15228,246,303,810,1374,1544,1986,2912,3248,2008,694,103,0 to 119,59,8686,6225,317,14984,244,0,565,14113,177,1087,43,1189,14033,6,0,14978,1122,58,9,0,653,525,2,1180,10,39,81,151,173,174,178,161,138,84,0,0 to 101,52,770,202,97,111,323,697,160,157,2,222,2,2,105,1189,529,658,1180,9,0,21722,235,23154,21957,1189,105,219,121,1945653927.12581,371198.171414394,57
22,22,10,019,CLAY,Clay,FL,8177,118,198,604,940,1131,1338,1470,1297,757,303,21,0 to 101,53,4726,3338,113,8157,20,0,100,7750,130,449,45,400,7774,3,0,8154,339,58,3,0,234,163,0,397,0,3,19,40,50,61,72,73,53,29,0,6 to 95,58,232,80,34,51,30,304,63,119,0,93,0,0,32,400,164,236,397,3,0,10844,17,11266,10861,400,32,209,176,1667659896.51059,183856.484298748,59
23,23,25,049,HARDEE,Hardee,FL,860,19,42,106,157,98,112,128,114,59,25,0,0 to 94,46,473,368,19,855,5,0,37,616,2,150,4,145,715,0,0,855,128,14,3,0,63,79,0,142,3,10,23,34,18,16,17,16,5,3,0,0 to 88,35,84,40,12,6,77,59,6,27,3,14,3,1,0,145,81,64,142,3,0,1107,2,1255,1109,145,0,230,173,1653184151.65315,165534.73009074,50
24,24,42,083,MARION,Marion,FL,13137,145,181,796,1456,1526,1933,2315,2520,1631,609,25,0 to 168,57,7959,5131,47,13109,28,0,3776,8970,177,2263,135,279,12598,3,257,12849,253,21,4,1,155,119,0,274,5,4,18,39,53,51,52,33,17,7,0,0 to 97,49,198,50,18,8,54,212,8,53,3,40,0,0,8,279,120,159,274,5,0,16068,23,16373,16091,279,8,316,154,4305055841.62241,350920.190673371,51
25,25,64,127,VOLUSIA,Volusia,FL,20043,169,291,1019,2002,2147,2886,4173,3911,2138,1021,286,0 to 119,58,11197,8119,727,19948,95,0,243,19183,230,787,134,819,19211,12,1,19935,678,127,13,1,391,414,0,805,4,19,68,107,96,131,150,131,61,52,0,0 to 102,54,452,185,139,29,114,634,57,219,5,153,4,0,44,819,420,399,805,14,0,24509,81,25429,24590,819,44,850,298,3125661534.15881,560414.737839251,53
26,26,15,029,DIXIE,Dixie,FL,797,21,26,65,88,130,102,136,120,68,40,1,0 to 118,52,472,306,19,797,0,0,11,696,6,71,0,58,739,0,0,797,42,16,0,0,28,30,0,58,0,2,12,2,10,11,10,3,5,3,0,6 to 91,48,43,13,1,1,1,55,2,13,0,10,0,0,2,58,30,28,58,0,0,1010,0,1068,1010,58,2,99,45,1823798262.39212,235232.973119088,46
27,27,35,069,LAKE,Lake,FL,14968,206,229,748,1324,1446,1853,2447,2805,1992,655,1263,0 to 101,59,7859,6011,1098,14833,135,0,135,14461,222,353,92,329,14616,11,12,14811,298,16,15,0,164,150,0,314,1,8,21,39,47,60,52,51,44,6,0,1 to 98,52,177,42,86,9,85,216,13,122,12,75,5,1,15,329,159,170,314,15,0,19721,119,20180,19840,329,15,405,126,2995995460.71371,331014.242454318,52
28,28,38,075,LEVY,Levy,FL,1620,25,27,142,188,174,218,324,257,185,79,1,0 to 118,56,975,628,17,1619,1,0,19,1482,16,201,2,60,1560,0,0,1619,57,3,0,0,29,31,0,60,1,1,13,7,13,5,11,4,2,3,0,3 to 99,39,26,8,6,20,9,31,20,12,0,4,0,0,1,60,31,29,60,0,0,2220,1,2281,2221,60,1,92,42,2900663690.96646,339394.964008615,53
29,29,60,119,SUMTER,Sumter,FL,3821,27,25,90,171,180,295,510,1415,890,132,86,0 to 119,69,1867,1743,211,3747,74,0,111,3465,164,271,54,261,3537,0,23,3724,212,48,0,1,76,184,0,260,0,0,7,6,32,40,39,89,40,8,0,17 to 92,65,217,34,6,3,15,239,6,58,0,45,0,0,17,261,185,76,260,1,0,4805,73,5144,4878,261,17,56,44,1502516062.89801,229328.389599522,66
30,30,59,117,SEMINOLE,Seminole,FL,16413,210,376,1232,2014,2202,2556,2812,2463,1169,501,878,0 to 119,51,9350,6933,130,16378,35,0,247,15775,246,496,95,532,15865,13,3,16362,477,48,7,0,281,244,0,525,9,11,64,87,84,93,64,66,32,22,0,0 to 100,45,374,76,64,11,185,326,14,203,5,115,1,0,12,532,247,285,525,7,0,22656,28,23229,22684,532,12,450,207,893350621.597626,158549.770327082,47
31,31,48,095,ORANGE,Orange,FL,61636,1087,1394,4545,8602,9103,9885,10156,7337,3479,1328,4720,0 to 120,48,34120,27201,315,60593,1042,1,639,59697,585,1625,392,2316,59256,50,14,60530,2130,102,80,4,1058,1172,2,2232,41,63,257,443,439,459,339,160,81,33,1,0 to 101,42,875,400,701,256,925,987,320,657,42,347,35,5,45,2316,1221,1093,2231,84,1,78630,958,81957,79588,2316,45,727,514,2601855780.29929,275135.911496092,45
32,32,9,017,CITRUS,Citrus,FL,3810,38,64,170,343,336,442,703,900,615,190,9,0 to 222,62,2102,1499,209,3803,7,0,53,3556,119,215,25,128,3679,2,1,3801,67,61,0,0,62,66,0,128,2,4,10,9,8,17,31,21,16,10,0,0 to 97,60,89,4,10,25,14,90,24,31,0,33,0,0,12,128,66,62,128,0,0,5965,6,6102,5971,128,12,504,51,1565249379.23035,242867.273750112,58
33,33,27,053,HERNANDO,Hernando,FL,3478,65,59,241,462,429,524,657,538,369,130,4,0 to 100,54,2085,1379,14,3460,18,0,63,3282,66,156,40,125,3353,0,0,3460,71,49,4,1,58,62,0,120,1,6,7,26,16,18,24,16,9,2,0,1 to 88,48,97,17,5,1,27,90,3,39,2,25,2,1,5,125,63,62,120,5,0,5384,13,5523,5397,125,5,202,151,1259956856.20596,200494.167365377,49
34,34,52,103,PINELLAS,Pinellas,FL,36268,351,425,2039,4088,4093,5227,7113,6621,4052,2179,80,0 to 120,57,21051,15112,105,35945,323,0,1736,33329,411,3219,373,1584,34501,14,169,35763,1404,129,45,6,879,653,1,1533,13,46,125,256,197,227,236,193,157,133,1,0 to 101,51,980,307,94,152,171,1157,205,416,18,411,16,1,95,1584,684,899,1533,51,0,50933,271,52805,51204,1584,95,343,251,758940582.722305,356104.408630079,56
35,35,61,121,SUWANNEE,Suwannee,FL,2107,54,46,157,268,239,246,340,299,236,212,10,0 to 118,56,1354,671,82,2102,5,0,58,1856,110,506,13,175,1932,0,0,2102,70,100,2,3,118,52,0,170,1,6,16,17,23,22,19,21,30,20,0,1 to 102,56,114,43,7,6,19,143,8,34,1,40,0,0,18,175,54,121,170,5,0,2467,0,2644,2467,175,18,14,10,1792465815.52835,223150.095858967,63
36,36,16,031,DUVAL,Duval,FL,47852,765,989,4149,7497,6940,7397,8677,6399,3281,1645,112,-6 to 119,50,26483,20604,765,47250,602,0,583,45856,454,1678,199,1792,45976,20,64,47166,1531,185,65,11,928,787,1,1716,25,49,175,303,289,273,304,205,106,63,0,0 to 118,47,754,607,232,123,280,1263,173,376,18,289,10,4,54,1792,825,964,1716,76,0,62665,526,65029,63191,1792,54,1096,980,2136692125.83844,339628.979868484,50
37,37,34,067,LAFAYETTE,Lafayette,FL,341,5,0,42,41,38,34,36,45,55,44,1,0 to 119,59,220,114,7,341,0,0,12,326,0,15,1,10,331,0,0,341,8,2,0,0,4,6,0,10,0,0,2,3,0,2,1,0,0,2,0,19 to 98,39,10,0,0,0,3,7,0,3,0,1,0,0,0,10,6,4,10,0,0,390,0,400,390,10,0,5,5,1417838543.00769,193229.836834708,47
38,38,23,045,GULF,Gulf,FL,600,10,10,36,56,62,100,123,119,65,19,0,0 to 94,56,356,241,3,546,54,0,14,579,1,51,7,6,593,0,1,545,6,0,0,0,3,3,0,6,0,1,0,0,2,3,0,0,0,0,0,9 to 52,44,3,0,1,2,1,5,0,1,0,0,0,0,0,6,3,3,6,0,0,866,54,926,920,6,0,14,11,1469866107.27026,258929.917930346,42
39,39,63,125,UNION,Union,FL,1162,11,16,54,75,107,138,399,277,71,14,0,0 to 118,59,314,841,7,1162,0,0,15,1127,4,71,4,38,1124,0,0,1162,35,3,0,0,6,32,0,38,0,0,0,5,1,2,17,11,2,0,0,25 to 80,62,24,11,2,1,1,35,2,6,0,6,0,0,1,38,32,6,38,0,0,1907,0,1945,1907,38,1,29,27,646977045.561768,128178.538552252,55
40,40,4,007,BRADFORD,Bradford,FL,1465,18,25,116,185,168,221,288,189,146,103,6,0 to 118,54,919,521,25,1463,2,0,28,1395,34,144,1,52,1412,0,1,1462,13,39,0,0,41,11,0,52,0,2,3,3,7,5,3,6,12,11,0,8 to 107,70,46,5,1,0,0,52,0,4,0,11,0,0,2,52,11,41,52,0,0,1803,2,1858,1805,52,2,112,80,776744615.959412,167178.838252791,74
41,41,65,129,WAKULLA,Wakulla,FL,1249,13,29,86,137,168,211,246,212,107,39,1,0 to 102,54,705,533,11,1245,4,0,12,1191,13,187,4,35,1213,0,1,1244,17,16,2,0,23,10,0,33,0,0,5,5,5,10,5,3,1,1,0,18 to 86,46,17,13,3,0,0,33,0,6,0,5,0,0,1,35,10,25,33,2,0,1623,2,1660,1625,35,1,90,28,1579533632.64177,279225.038340218,43
42,42,5,009,BREVARD,Brevard,FL,19240,250,333,1026,1796,2052,2673,4380,3928,2099,554,149,0 to 119,58,10957,8181,102,19223,17,0,150,18864,107,414,78,457,18780,2,1,19220,398,48,9,2,238,207,1,446,3,12,45,52,62,69,94,58,37,25,0,0 to 99,53,334,61,22,29,87,330,29,111,2,66,2,0,13,457,210,246,446,11,0,26016,6,26481,26022,457,13,276,218,2687643838.87906,793218.333609179,53
43,43,53,105,POLK,Polk,FL,18274,428,455,1268,2238,2309,2636,3004,2934,1878,784,340,0 to 119,53,10622,7462,190,18182,92,0,324,16932,231,1148,130,1178,17078,8,10,18164,1007,158,12,1,710,454,1,1165,10,25,95,155,171,172,168,141,136,105,0,0 to 103,52,738,232,142,53,317,763,85,438,8,337,3,0,67,1178,459,718,1165,13,0,24763,79,26029,24842,1178,67,765,254,5206715917.89822,388118.956177661,56
44,44,49,097,OSCEOLA,Osceola,FL,13223,165,342,877,1765,1898,2195,2302,1767,878,320,714,0 to 155,50,7418,5735,70,13146,77,0,395,12089,390,774,197,745,12421,13,44,13090,661,35,47,2,346,350,0,696,8,17,54,125,113,141,126,87,56,17,1,0 to 102,48,351,61,274,10,425,232,39,247,7,157,7,2,21,745,386,359,696,49,0,15544,27,16330,15571,745,21,556,59,3899316052.50861,350452.549474464,50
45,45,28,055,HIGHLANDS,Highlands,FL,3688,52,55,165,373,324,424,592,705,623,355,20,0 to 119,62,2236,1415,37,3623,65,0,44,3535,47,128,19,146,3537,2,3,3618,122,22,2,0,71,73,0,144,1,8,10,19,19,18,35,15,19,2,0,0 to 87,54,81,32,25,6,50,82,12,49,1,39,1,0,9,146,75,71,144,2,0,4862,63,5074,4925,146,9,160,58,2866885704.30579,296636.719911829,56
46,46,36,071,LEE,Lee,FL,25596,282,348,1605,2828,3077,3610,4449,4730,3169,1433,65,0 to 119,57,14810,10556,230,24659,936,1,470,23204,613,2045,166,2289,23281,3,23,24634,2084,142,58,5,1199,1021,6,2226,24,42,170,292,339,377,344,279,214,205,3,0 to 101,52,1362,369,54,441,590,1171,465,666,15,451,13,4,117,2289,1058,1225,2225,63,1,32176,873,35344,33049,2289,117,2084,559,2112333669.17714,583283.842331616,54
47,47,11,021,COLLIER,Collier,FL,14959,291,491,1142,1602,1760,1956,2321,2655,2057,677,7,0 to 105,55,8130,6794,35,14603,356,0,321,13130,356,1666,154,2039,12897,4,19,14580,1696,267,60,16,963,1000,0,1963,47,103,246,293,340,309,276,189,158,78,0,0 to 101,44,1169,105,183,506,1003,505,455,337,20,235,11,5,56,2039,1044,995,1963,76,0,18319,280,20646,18599,2039,56,1770,774,5197102107.68439,580181.883282756,57
48,48,13,025,DADE,Dade,FL,157094,1634,2342,11668,24688,24861,28632,27206,18593,10618,6258,594,0 to 225,49,82387,73500,1207,156013,1080,1,3459,143752,2785,13895,947,19547,137280,195,72,155748,18547,805,187,8,9692,9652,8,19352,121,245,1592,3220,3079,3621,3167,2117,1345,1032,8,0 to 108,49,10614,3093,944,4701,10400,4175,4777,5121,44,3142,30,11,765,19547,9781,9758,19351,195,1,185446,884,206077,186330,19547,765,2482,1742,5114451079.58835,540836.793924443,49
49,49,44,087,MONROE,Monroe,FL,3048,24,39,177,332,412,530,669,511,255,97,2,0 to 101,55,1615,1398,35,2992,56,0,945,1810,83,632,97,111,2876,0,61,2931,81,19,7,4,47,53,0,100,0,3,7,13,13,18,22,16,13,6,0,6 to 91,55,77,5,1,17,22,57,21,14,3,10,2,0,4,111,59,52,100,11,0,3563,45,3719,3608,111,4,332,71,2629619857.16548,1399292.97354894,49
50,50,57,113,SANTA ROSA,Santa Rosa,FL,6892,226,261,522,910,963,1032,1150,1041,542,235,10,0 to 119,50,3775,3089,28,6826,66,0,72,6616,99,219,58,258,6631,2,1,6823,214,40,4,0,74,180,0,254,3,2,19,50,45,51,38,32,11,7,0,0 to 94,47,180,43,5,26,15,194,45,27,0,25,0,0,9,258,180,78,254,4,0,9247,62,9570,9309,258,9,626,96,2596863920.94926,364280.718031263,49
51,51,66,131,WALTON,Walton,FL,1614,50,34,97,165,205,241,285,244,158,132,3,0 to 101,55,899,678,37,1558,56,0,26,1492,15,154,37,130,1483,1,0,1557,91,23,13,3,66,48,0,114,3,4,8,14,23,17,26,16,13,6,0,1 to 101,52,103,9,1,1,20,91,3,19,3,17,2,0,9,130,54,76,114,16,0,2057,40,2231,2097,130,9,96,43,2708101782.46999,370154.781284707,49
52,52,32,063,JACKSON,Jackson,FL,2990,24,30,238,513,514,520,468,308,229,140,6,0 to 105,48,1333,1562,95,2967,23,0,18,2620,19,276,21,308,2677,4,1,2962,263,36,8,1,61,238,0,299,2,6,29,75,71,59,46,14,5,1,0,0 to 87,40,121,126,17,35,28,168,103,33,2,20,0,0,1,308,242,66,299,9,0,3757,14,4087,3771,308,1,324,170,2452499072.79567,223828.324060307,36
53,53,67,133,WASHINGTON,Washington,FL,891,11,15,50,94,109,139,195,126,96,55,0,-50 to 119,56,527,341,23,885,6,0,29,752,9,111,12,84,802,0,5,880,64,18,2,0,42,40,0,82,0,2,4,8,8,6,21,15,13,7,0,9 to 99,60,38,13,0,31,1,48,33,5,0,15,0,0,7,84,40,44,82,2,0,1262,4,1351,1266,84,7,102,49,1594396648.51196,243766.072259733,54
54,54,45,089,NASSAU,Nassau,FL,3223,44,51,224,326,364,442,621,596,381,170,4,0 to 103,57,1736,1288,199,3115,108,0,37,3129,28,62,28,82,3141,0,0,3115,62,13,5,2,39,36,0,75,0,1,13,15,14,8,9,13,6,3,0,14 to 89,44,58,12,2,3,1,71,3,24,0,15,0,0,1,82,39,43,75,7,0,4245,101,4429,4346,82,1,56,50,1641620662.32831,388721.737801268,49
55,55,22,043,GLADES,Glades,FL,225,2,8,22,34,44,29,27,29,23,6,1,1 to 90,46,101,122,2,225,0,0,35,146,3,75,0,84,141,0,0,225,82,2,0,0,18,66,0,84,1,3,8,19,24,14,8,5,1,1,0,3 to 89,38,66,8,2,8,52,23,9,14,0,8,0,0,1,84,66,18,84,0,0,283,0,367,283,84,1,99,49,2551976411.00452,236757.936928168,61
56,56,8,015,CHARLOTTE,Charlotte,FL,5414,60,48,240,449,521,739,1040,1039,730,542,6,0 to 119,61,3198,2142,74,5396,18,0,127,4944,62,491,20,493,4916,1,4,5391,347,144,1,1,306,184,1,491,4,4,14,49,29,52,90,76,79,96,0,0 to 101,66,399,53,10,29,25,424,42,98,1,130,1,0,72,493,185,307,491,2,0,6914,16,7424,6930,493,72,79,59,1825525431.11919,398247.923422686,68
57,57,58,115,SARASOTA,Sarasota,FL,13019,152,169,645,1132,1181,1610,2421,2760,1972,936,41,0 to 119,61,7358,5485,176,12783,236,0,421,12232,190,905,92,680,12334,4,1,12778,600,59,15,6,380,279,0,659,4,8,31,65,73,74,101,111,121,92,0,0 to 104,63,522,52,41,44,59,521,79,193,12,167,9,1,85,680,291,389,659,21,0,22015,215,22915,22230,680,85,236,130,1509311882.53409,264158.506465067,64
58,58,14,027,DESOTO,Desoto,FL,2252,47,67,171,301,301,406,461,273,153,68,4,0 to 102,51,892,1213,147,2242,10,0,15,1965,48,288,7,268,1976,0,8,2234,150,118,0,0,119,148,1,268,10,23,35,54,41,33,37,23,6,6,0,0 to 92,37,204,20,4,40,161,57,50,46,0,34,0,0,7,268,148,119,268,0,0,2639,10,2918,2649,268,7,274,178,1654926851.96404,168390.780925558,62
