OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,Chart_MedAge
11,11,33,065,JEFFERSON,Jefferson,FL,306,8,6,12,24,50,56,61,45,30,13,1,0 to 96,54,179,122,5,302,4,0,5,237,41,59,6,28,278,0,0,302,6,20,2,0,13,13,0,26,0,0,1,1,1,3,7,7,4,4,0,22 to 95,66,11,11,4,0,3,22,1,4,2,7,0,0,2,28,15,13,26,2,0,276,2,306,278,28,2,43,4,1581350101.5302,228391.565390175,66
12,12,40,079,MADISON,Madison,FL,604,37,28,55,59,76,75,77,95,60,35,7,0 to 99,50,381,216,7,582,22,0,20,491,53,206,7,62,540,1,1,580,19,39,4,0,34,24,0,58,2,0,6,4,7,8,13,10,4,8,0,0 to 98,57,17,35,3,3,1,46,11,8,0,4,0,1,3,62,25,37,58,4,0,522,18,603,540,62,3,94,18,1853116752.08771,219176.19751538,56
13,13,39,077,LIBERTY,Liberty,FL,2110,3,4,144,677,545,382,246,76,22,3,8,0 to 92,38,105,1997,8,2110,0,0,1,2066,1,41,0,199,1911,0,0,2110,196,3,0,0,5,194,0,199,0,0,11,52,51,48,33,4,0,0,0,20 to 73,41,108,85,4,2,6,124,69,4,0,0,0,0,0,199,194,5,199,0,0,1911,0,2110,1911,199,0,19,6,2183538740.41838,308797.501184753,49
14,14,24,047,HAMILTON,Hamilton,FL,1271,9,6,97,353,254,206,160,100,49,33,4,0 to 118,41,254,989,28,1267,4,0,19,1225,9,151,4,144,1127,0,0,1267,138,5,0,1,8,135,0,143,0,0,5,44,35,28,25,4,2,0,1,20 to 84,41,68,65,10,0,5,26,112,3,1,0,0,0,0,144,135,9,143,1,0,1124,3,1271,1127,144,0,4,2,1344926537.82205,232510.619937192,50
15,15,3,005,BAY,Bay,FL,2041,24,25,137,251,287,376,372,268,163,90,48,0 to 101,52,1089,898,54,2036,5,0,42,1955,28,88,32,83,1956,2,0,2034,64,18,1,0,34,48,0,82,2,1,3,13,13,22,13,11,4,1,0,2 to 93,49,63,11,4,4,18,57,7,26,1,12,1,1,3,83,49,34,82,1,0,1952,4,2041,1956,83,3,35,28,1930770661.49939,558412.990825665,50
16,16,12,023,COLUMBIA,Columbia,FL,1967,56,65,132,231,257,253,406,327,160,75,5,0 to 118,54,992,884,91,1954,13,0,151,1708,63,205,16,108,1854,0,5,1950,81,26,1,0,47,60,0,107,2,2,9,21,18,23,21,9,2,1,0,0 to 91,45,62,40,4,1,9,95,3,5,0,10,0,0,2,108,61,47,107,1,0,1843,11,1962,1854,108,2,8,6,2068684690.43686,276060.430857214,46
17,17,2,003,BAKER,Baker,FL,617,18,11,64,90,78,107,103,69,46,29,2,0 to 99,49,341,252,24,612,5,0,21,576,16,59,3,26,591,0,0,612,9,17,0,0,18,8,0,26,0,0,2,2,3,1,5,5,5,3,0,23 to 97,65,19,6,1,0,0,25,1,7,0,9,0,0,3,26,8,18,26,0,0,586,5,617,591,26,3,3,2,1520245937.66486,183737.354704368,70
18,18,30,059,HOLMES,Holmes,FL,565,11,8,35,64,60,95,105,116,55,16,0,0 to 92,56,325,222,18,559,6,0,1,559,5,11,1,10,555,0,0,559,4,6,0,0,4,6,0,10,1,0,0,2,3,2,1,1,0,0,0,1 to 73,42,7,1,1,1,0,9,1,2,0,0,0,0,0,10,6,4,10,0,0,549,6,565,555,10,0,5,4,1251550190.83949,175658.620344926,44
19,19,43,085,MARTIN,Martin,FL,2948,59,49,195,300,356,413,582,503,335,143,13,0 to 99,56,1573,1281,94,2917,31,0,108,2673,82,245,64,296,2643,2,7,2909,275,11,10,0,131,155,0,286,5,6,31,39,41,51,54,25,35,9,0,2 to 92,50,179,6,58,43,119,127,40,93,2,56,1,1,6,296,162,134,286,10,0,2623,20,2941,2643,296,6,62,51,1686613017.08661,308980.48751506,55
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,36447,830,881,2940,5515,5420,5806,6378,4983,2527,1107,60,0 to 119,49,21009,15307,131,36140,307,0,484,35175,458,1080,292,1585,34797,44,21,36076,1432,99,51,3,813,718,0,1531,17,33,147,255,248,262,246,180,124,73,0,0 to 104,48,753,293,304,181,411,873,247,376,10,322,7,3,51,1585,744,841,1531,54,0,34545,252,36426,34797,1585,51,671,324,2746844886.16013,358788.307034344,45
21,21,41,081,MANATEE,Manatee,FL,9657,179,201,508,907,1002,1307,1837,1955,1216,445,100,0 to 102,58,5515,3829,313,9593,64,0,420,8853,177,789,36,834,8818,5,0,9588,773,57,4,0,489,341,0,830,6,25,38,85,105,128,129,130,124,64,0,1 to 101,56,528,167,64,71,154,566,110,123,2,193,2,1,81,834,343,491,830,4,0,8758,60,9657,8818,834,81,184,92,1945653927.12581,371198.171414394,57
22,22,10,019,CLAY,Clay,FL,5680,81,125,443,706,863,990,987,831,449,186,19,0 to 101,51,3270,2294,116,5670,10,0,81,5351,130,360,41,313,5364,2,1,5667,274,37,2,0,185,126,0,311,0,2,16,26,38,51,55,62,39,24,0,6 to 95,59,183,61,20,47,23,236,52,106,0,83,0,0,25,313,127,186,311,2,0,5356,8,5679,5364,313,25,169,140,1667659896.51059,183856.484298748,59
23,23,25,049,HARDEE,Hardee,FL,358,10,14,36,64,36,59,56,52,19,12,0,0 to 94,48,213,137,8,354,4,0,15,281,2,41,3,39,319,0,0,354,23,14,2,0,24,13,0,37,0,4,5,9,3,7,4,6,1,0,0,10 to 83,37,17,17,3,0,9,28,0,10,2,6,2,0,0,39,14,25,37,2,0,317,2,358,319,39,0,44,17,1653184151.65315,165534.73009074,50
24,24,42,083,MARION,Marion,FL,7848,96,117,507,908,943,1174,1433,1422,877,359,12,0 to 168,56,4721,3087,40,7824,24,0,1281,6277,177,933,121,220,7037,1,590,7233,194,21,4,1,121,94,0,215,4,2,14,31,39,40,43,27,13,7,0,0 to 97,50,161,34,13,7,36,172,7,42,3,31,0,0,5,220,95,125,215,5,0,7018,19,7258,7037,220,5,257,114,4305055841.62241,350920.190673371,51
25,25,64,127,VOLUSIA,Volusia,FL,13939,117,204,695,1497,1561,2118,2923,2629,1405,635,155,0 to 117,57,7544,5662,733,13873,66,0,166,13313,230,560,130,591,13338,9,1,13863,473,105,12,1,243,335,0,578,2,7,30,83,72,111,102,108,40,36,0,0 to 102,54,348,120,96,14,85,461,32,158,5,114,4,0,30,591,340,251,578,13,0,13285,53,13938,13338,591,30,564,206,3125661534.15881,560414.737839251,53
26,26,15,029,DIXIE,Dixie,FL,379,14,9,30,46,61,53,65,58,31,11,1,0 to 118,50,218,157,4,379,0,0,10,343,6,23,0,22,357,0,0,379,15,7,0,0,14,8,0,22,0,0,2,0,7,2,6,1,3,1,0,21 to 86,54,14,5,0,3,0,16,6,6,0,3,0,0,0,22,8,14,22,0,0,357,0,379,357,22,0,47,4,1823798262.39212,235232.973119088,46
27,27,35,069,LAKE,Lake,FL,10653,155,178,541,980,1108,1415,1777,1985,1349,382,783,0 to 101,58,5475,4211,967,10569,84,0,101,10250,222,276,85,250,10387,7,9,10553,222,16,12,0,122,116,0,238,1,8,15,28,34,46,39,43,34,2,0,1 to 86,52,120,34,73,11,69,155,14,104,10,63,4,1,14,250,123,127,238,12,0,10315,72,10644,10387,250,14,314,82,2995995460.71371,331014.242454318,52
28,28,38,075,LEVY,Levy,FL,1014,16,22,90,129,117,144,170,161,104,60,1,0 to 118,54,635,368,11,1014,0,0,16,902,16,166,2,24,990,0,0,1014,21,3,0,0,18,6,0,24,0,0,2,3,5,3,6,1,1,3,0,16 to 99,50,15,5,1,3,3,18,3,6,0,2,0,0,0,24,6,18,24,0,0,990,0,1014,990,24,0,58,9,2900663690.96646,339394.964008615,53
29,29,60,119,SUMTER,Sumter,FL,2846,18,19,67,127,131,223,392,1101,633,83,52,0 to 118,69,1383,1303,160,2836,10,0,102,2503,164,261,52,251,2571,0,24,2812,200,48,2,1,69,179,0,248,0,0,6,6,29,40,38,87,37,8,0,17 to 97,65,205,33,5,5,14,228,6,58,0,44,0,0,16,251,181,70,248,3,0,2564,7,2822,2571,251,16,50,38,1502516062.89801,229328.389599522,66
30,30,59,117,SEMINOLE,Seminole,FL,11699,166,286,867,1545,1661,1887,1963,1732,760,336,496,0 to 118,50,6738,4880,81,11682,17,0,210,11163,246,412,91,431,11254,12,2,11668,380,45,6,0,231,194,0,425,6,8,42,76,62,77,55,62,25,18,0,0 to 100,47,311,61,51,2,156,265,4,173,5,100,1,0,12,431,196,235,425,6,0,11243,11,11697,11254,431,12,396,155,893350621.597626,158549.770327082,47
31,31,48,095,ORANGE,Orange,FL,42502,801,1010,3265,6320,6696,7186,7106,4826,2173,766,2353,0 to 120,47,23639,18672,191,41789,712,1,540,41010,585,1243,345,1629,40815,40,18,41732,1457,100,68,4,752,802,3,1557,21,32,170,281,294,337,260,129,71,29,5,0 to 101,45,726,236,575,20,756,766,35,552,39,289,34,5,38,1629,845,781,1556,72,1,40175,640,42484,40815,1629,38,606,408,2601855780.29929,275135.911496092,45
32,32,9,017,CITRUS,Citrus,FL,2415,26,40,126,250,239,316,445,530,321,117,5,0 to 98,59,1311,907,197,2410,5,0,45,2217,119,189,24,110,2302,2,1,2408,51,59,0,0,53,57,0,110,2,4,8,8,6,17,27,18,12,8,0,0 to 93,58,77,1,8,24,13,74,23,28,0,28,0,0,11,110,57,53,110,0,0,2298,4,2414,2302,110,11,455,152,1565249379.23035,242867.273750112,58
33,33,27,053,HERNANDO,Hernando,FL,2450,48,45,176,334,334,404,437,356,229,84,3,0 to 100,52,1453,985,12,2432,18,0,58,2309,66,140,39,108,2342,0,0,2432,56,46,5,1,50,52,0,102,1,6,6,24,13,14,21,15,7,1,0,1 to 85,47,84,14,2,2,23,76,3,33,2,21,2,1,5,108,54,54,102,6,0,2330,12,2450,2342,108,5,49,26,1259956856.20596,200494.167365377,49
34,34,52,103,PINELLAS,Pinellas,FL,24609,266,264,1407,2859,2913,3677,4802,4243,2599,1518,61,0 to 120,57,14480,10063,66,24388,221,0,1212,22664,411,2245,345,1008,23414,12,175,24202,867,97,38,6,540,424,0,964,2,9,63,125,105,154,179,150,116,105,0,0 to 101,57,725,136,58,45,79,802,83,283,18,286,16,1,67,1008,451,557,964,44,0,23238,176,24434,23414,1008,67,317,225,758940582.722305,356104.408630079,56
